mtype,tokens,label
SCAL,"['3', '^', '{', '2', 'n', '+', '1', '}', '-', '2', '^', '{', '2', 'n', '+', '1', '}', '-', '6', '^', 'n']",0
SCAL,"['2', 'n']",0
SCAL,"['2']",0
SCAL,"['8']",0
SCAL,"['9']",0
SCAL,"['9']",0
SCAL,"['3']",0
SCAL,"['3']",0
SCAL,"['4']",0
SCAL,"['0']",0
SCAL,"['5']",0
SCAL,"['2']",0
SCAL,"['1']",0
SCAL,"['a', '+', 'b', '+', 'c', '+', 'd']",0
SCAL,"['2', 'n', '+', '2']",0
SCAL,"['7']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', 'm', '}', '{', 'n', '}']",0
SCAL,"['\\dfrac', '{', 'n', '+', '7', '}', '{', '2', 'n', '+', '7', '}']",0
SCAL,"['2']",0
SCAL,"['a', '-', 'b']",0
SCAL,"['1']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['3']",0
SCAL,"['5']",0
SCAL,"['a', '^', '2']",0
FUNC,"['h']",0
SCAL,"['3']",0
SCAL,"['3']",0
SET,"['(', 'a', ',', 'b', ')']",0
SCAL,"['9']",0
SCAL,"['(', 'n', '-', '1', ')']",0
SCAL,"['(', '2', 'n', '-', '1', ')']",0
SCAL,"['\\frac', '{', '1', '+', '1', '}', '{', '2', '}']",0
SCAL,"['3']",0
SCAL,"['5']",0
SCAL,"['g', '(', 'k', ')']",0
SCAL,"['5']",0
SET,"['J', '(', 'i', ')']",0
SCAL,"['6']",0
SCAL,"['9']",0
SCAL,"['5']",0
SCAL,"['3', '^', '8']",0
SCAL,"['1', '!']",0
SCAL,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i']",0
SCAL,"['0']",0
SCAL,"['1']",0
SCAL,"['4']",0
SCAL,"['3']",0
SCAL,"['2', 'k']",0
SCAL,"['n', '+', '1']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['2', '^', '{', '2', '}']",0
SCAL,"['9']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}', '+', '\\frac', '{', 'c', '}', '{', 'd', '}']",0
SCAL,"['5', '^', '{', '5', '^', '{', '5', '^', '{', '5', '^', '5', '}', '}', '}']",0
SCAL,"['3', '^', '8']",0
SCAL,"['n', '+', '1']",0
SCAL,"['5']",0
SCAL,"['1']",0
SCAL,"['i', '+', 'j']",0
SCAL,"['2']",0
SCAL,"['1']",0
SCAL,"['1']",0
FUNC,"['s', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}']",0
SCAL,"['3']",0
SCAL,"['a', '^', '2', '+', '1']",0
SCAL,"['\\frac', '{', 'p', '}', '{', 'q', '}']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['5']",0
SCAL,"['1']",0
SCAL,"['a', '-', 'b']",0
SCAL,"['1', '^', '2', '-', '9', '^', '2']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['6']",0
SCAL,"['2']",0
SCAL,"['\\frac', '{', '6', '}', '{', '2', '}', '-', '\\frac', '{', '2', '}', '{', '7', '}']",0
SCAL,"['1']",0
SCAL,"['\\dfrac', '{', 'n', '^', '3', '+', '2', 'n', '}', '{', 'n', '^', '4', '+', '3', 'n', '^', '2', '+', '1', '}']",0
SCAL,"['2', '^', '{', '8', '}', '-', '1']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['1']",0
FUNC,"['f']",0
SCAL,"['-', '1', '/', '1']",0
SCAL,"['(', '-', '2', ')', '^', '1']",0
SCAL,"['(', 'n', '!', '+', 'k', ')', '/', 'k']",0
SCAL,"['m', '-', 'n']",0
SCAL,"['(', 'n', '+', '1', ')', '^', '2']",0
SCAL,"['0']",0
SCAL,"['2', '^', '{', '{', '1', '}', '^', 'n', '}']",0
SCAL,"['2', '^', '{', 'i', '+', '1', '}']",0
SCAL,"['5']",0
SCAL,"['5', '^', '{', '2', 'n', '+', '1', '}', '2', '^', '{', 'n', '+', '2', '}', '+', '3', '^', '{', 'n', '+', '2', '}', '2', '^', '{', '2', 'n', '+', '1', '}']",0
SCAL,"['3']",0
FUNC,"['N']",0
SCAL,"['1']",0
SCAL,"['9']",0
SCAL,"['5']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['9']",0
SCAL,"['2', '!', '+', '2']",0
SCAL,"['1']",0
SCAL,"['0']",0
SCAL,"['1', '^', '{', '4', '}', '+', '4']",0
SCAL,"['3']",0
SCAL,"['x', '+', 't', 'y']",0
SCAL,"['2']",0
FUNC,"['D']",0
SCAL,"['0']",0
SCAL,"['k', '+', '1']",0
SCAL,"['a', '^', 'n', '+', '1']",0
FUNC,"['f']",0
SCAL,"['\\frac', '{', '5', '}', '{', '8', '}']",0
SET,"['\\{', '1', ',', '2', ',', '3', ',', '4', ',', '5', ',', '6', ',', '7', ',', '8', ',', '9', ',', '1', '\\}']",0
SCAL,"['3']",0
SCAL,"['4']",0
FUNC,"['S']",0
SCAL,"['5', '^', 'n']",0
FUNC,"['f']",0
SCAL,"['4', '\\cdot', '2', '^', '{', '3', '}', '+', '1']",0
SCAL,"['1']",0
SCAL,"['6']",0
SCAL,"['5']",0
FUNC,"['S']",0
SCAL,"['5']",0
SCAL,"['6']",0
SCAL,"['2']",0
FUNC,"['H']",0
SCAL,"['3', '^', '{', '3', '}']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['j', '/', 'n']",0
SCAL,"['\\frac', '{', '4', 'q', '-', '1', '}', '{', '2', 'q', '+', '1', '}']",0
SCAL,"['a', '^', 'b']",0
FUNC,"['f']",0
SCAL,"['1']",0
SCAL,"['1', '\\cdot', 's', '1', '0', '0']",0
SCAL,"['5', '^', 'n', '-', '8', 'n', '^', '2', '+', '4', 'n', '-', '1']",0
SCAL,"['2', '^', '{', '1', '}']",0
SCAL,"['7']",0
SCAL,"['(', '-', '2', ')']",0
FUNC,"['h']",0
SCAL,"['1']",0
SCAL,"['0']",0
SCAL,"['9']",0
SCAL,"['7']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\times', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}']",0
SCAL,"['\\frac', '{', 'a', '^', 'n', '+', 'b', '^', 'n', '}', '{', '(', 'a', 'b', ')', '^', '{', 'n', '-', '1', '}', '+', '1', '}']",0
FUNC,"['g']",0
SCAL,"['1']",0
FUNC,"['f']",0
SCAL,"['b', '(', 'n', ')']",0
SCAL,"['1', '^', '{', '1', '}']",0
FUNC,"['g']",0
SCAL,"['n', '^', '3', '-', 'n']",0
SCAL,"['m', '+', '1']",0
SCAL,"['6']",0
SCAL,"['-', '2']",0
SCAL,"['x', '/', 'y']",0
SCAL,"['1']",0
FUNC,"['f', ':', 'Z', '^', '2', '\\rightarrow', 'Z', '^', '2']",0
SCAL,"['2']",0
SCAL,"['4']",0
SCAL,"['2']",0
SCAL,"['p', '/', 'q']",0
SCAL,"['1']",0
FUNC,"['n']",0
SCAL,"['2', '^', 'n', '+', 'n', '^', '2']",0
SCAL,"['1', '\\cdot', 's', '1']",0
SCAL,"['1']",0
SCAL,"['4']",0
SCAL,"['1', '^', 'a']",0
SCAL,"['-', '1']",0
SCAL,"['6']",0
SCAL,"['4']",0
SCAL,"['3']",0
SCAL,"['2']",0
SCAL,"['3']",0
FUNC,"['k']",0
SCAL,"['5']",0
SCAL,"['(', 'n', '+', '3', ')', '(', 'n', '-', '1', ')']",0
SCAL,"['5']",0
SCAL,"['1']",0
FUNC,"['k']",0
SCAL,"['5', '^', '{', '1', '}']",0
SCAL,"['6']",0
SCAL,"['1']",0
FUNC,"['d']",0
SCAL,"['6']",0
SCAL,"['1']",0
SCAL,"['6']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['k', '*', '2', '^', 'n', '+', 'b']",0
SCAL,"['3']",0
FUNC,"['g', ':', '\\mathbb{N}', '\\to', 'M']",0
FUNC,"['p']",0
FUNC,"['i']",0
SCAL,"['2']",0
SCAL,"['3']",0
SCAL,"['2']",0
SCAL,"['2']",0
SCAL,"['6', 'k']",0
SCAL,"['2']",0
SCAL,"['9']",0
SCAL,"['6']",0
SCAL,"['1']",0
SCAL,"['4']",0
SCAL,"['3', 'x', '^', '2', '-', '4', 'x', 'y', '+', '1', 'y', '^', '2']",0
SCAL,"['5']",0
SCAL,"['x', '/', 'y']",0
SCAL,"['p', '^', 'p', '+', 'q', '^', 'q', '+', '1']",0
SCAL,"['i', '+', 'a', 'j']",0
SCAL,"['1']",0
SCAL,"['n', '^', '3']",0
FUNC,"['f', ':', '\\mathbb{Q}', '\\to', '\\mathbb{N}']",0
SCAL,"['n', '!', '-', '1']",0
SCAL,"['4']",0
SCAL,"['(', 'c', ')']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['0']",0
SCAL,"['3']",0
FUNC,"['F', '(', 'x', ')', '=', '(', 'x', '^', '4', '+', 'x', '^', '3', '+', 'x', '^', '2', '+', 'x', ')', '^', '6']",0
SCAL,"['\\frac', '{', '1', '^', 'n', '-', '1', '}', '{', '9', '}']",0
SCAL,"['1']",0
SCAL,"['x', '+', 'y']",0
FUNC,"['N']",0
SCAL,"['f', '(', 'n', ')']",0
SCAL,"['4', 'n', '-', '3']",0
SCAL,"['1', '^', 'n', '-', '1']",0
FUNC,"['f', '\\colon', '\\mathbb{N}', '\\to', '\\mathbb{N}']",0
SCAL,"['3']",0
SCAL,"['2']",0
SCAL,"['a', '^', 'n', '+', 'b', '^', 'n']",0
SCAL,"['2']",0
FUNC,"['D']",0
SCAL,"['p', '\\cdot', 'q']",0
SCAL,"['n', '+', '1']",0
SCAL,"['1']",0
SCAL,"['1']",0
FUNC,"['m', '\\colon', '\\mathbb{N}', '\\to', '\\mathbb{Z}']",0
SCAL,"['v', 'a', 'l', 'u', 'e']",0
SCAL,"['6']",0
SCAL,"['s', '(', 'x', ')']",0
FUNC,"['f']",0
SCAL,"['1', '+', 'i']",0
SCAL,"['1']",0
FUNC,"['A']",0
SCAL,"['\\frac', '{', 'x', '}', '{', 'b', '}']",0
SCAL,"['3']",0
SCAL,"['n', '+', '1']",0
SCAL,"['9']",0
SCAL,"['1']",0
SCAL,"['a', 'b', '-', 'a', '-', 'b', '+', '1']",0
SCAL,"['1']",0
SCAL,"['0']",0
FUNC,"['f']",0
SCAL,"['6']",0
FUNC,"['B']",0
SCAL,"['6']",0
SCAL,"['x', '!']",0
FUNC,"['F']",0
SCAL,"['4']",0
SCAL,"['a', '/', 'b']",0
SCAL,"['3']",0
SCAL,"['2']",0
SCAL,"['(', 'n', ')']",0
FUNC,"['g', ':', 'B', '\\rightarrow', 'A']",0
SCAL,"['i', 'n', 'v', '(', 'b', ')']",0
SCAL,"['f', '(', 'x', ')']",0
SCAL,"['x', '^', 'x']",0
SCAL,"['1', 'p', '+', '1']",0
SCAL,"['5']",0
SET,"['\mathbb{N}']",0
SCAL,"['1']",0
SCAL,"['9']",0
SCAL,"['1']",0
SCAL,"['5']",0
SCAL,"['6']",0
SCAL,"['2']",0
FUNC,"['f', ':', 'G', '\\to', 'G']",0
SCAL,"['9']",0
FUNC,"['k']",0
SCAL,"['b', '-', 'k']",0
SCAL,"['5']",0
SCAL,"['4']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']",0
SCAL,"['2', '^', '{', '2', '^', 'n', '}', '+', '1']",0
SCAL,"['2']",0
FUNC,"['f', '(', 'x', ')', '=', 'a', 'x', '^', '2', '+', 'b', 'x']",0
SCAL,"['g', '+', 't', 'p']",0
SCAL,"['1']",0
SCAL,"['(', '3', '^', '5', '-', '1', ')', '/', '2']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['n', '+', '1']",0
SCAL,"['9']",0
SCAL,"['3']",0
SCAL,"['7']",0
SCAL,"['\\frac', '{', 'a', 'x', '+', 'b', '}', '{', 'c', 'x', '+', 'd', '}']",0
SCAL,"['1']",0
SCAL,"['2', '^', '{', '2', '}']",0
SET,"['\\{', 'a', ',', 'b', ',', 'c', ',', 'd', '\\}']",0
SCAL,"['3']",0
SCAL,"['6']",0
SCAL,"['4']",0
SCAL,"['0']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', 'n', '(', 'n', '+', '1', ')', '}', '{', '2', '}']",0
SCAL,"['3']",0
SCAL,"['2']",0
SCAL,"['1']",0
SCAL,"['1']",0
FUNC,"['S']",0
FUNC,"['F', '(', 'x', ')', '=', 'x', '^', 'p']",0
SCAL,"['2']",0
SCAL,"['4']",0
SCAL,"['1']",0
FUNC,"['f', ':', '\\mathbb', 'N', '\\to', '\\mathbb', 'Z']",0
SCAL,"['3']",0
SCAL,"['7']",0
SET,"['\\{', '1', ',', '2', ',', '4', ',', '6', ',', '9', ',', '1', ',', '1', ',', '1', ',', '1', ',', '2', '\\}']",0
SCAL,"['n', '^', '2']",0
SCAL,"['2', '^', '{', '2', '^', 'k', '}', '-', '1']",0
SCAL,"['0']",0
SCAL,"['1']",0
SCAL,"['1']",0
FUNC,"['S', '(', 'n', ')', '=', 'n', '+', '1']",0
SCAL,"['4', '-', '1']",0
SCAL,"['1']",0
SCAL,"['a', '+', 'b']",0
SCAL,"['2']",0
SCAL,"['n', '^', '2', '-', 'n', '+', '1']",0
SCAL,"['2']",0
SCAL,"['m', '/', 'n']",0
SCAL,"['3']",0
SCAL,"['0']",0
SCAL,"['a', 'b']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['3']",0
SCAL,"['n', '^', '2']",0
FUNC,"['k']",0
SCAL,"['a', 'b', 'c']",0
SCAL,"['0']",0
SCAL,"['x', 'y']",0
SCAL,"['5']",0
FUNC,"['F']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['6']",0
SCAL,"['1', '1']",0
SCAL,"['2', '^', '2']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['-', '1']",0
FUNC,"['\cos']",0
FUNC,"['f']",0
SCAL,"['3']",0
SCAL,"['2']",0
FUNC,"['d']",0
SCAL,"['1']",0
SCAL,"['4', 'x', '^', '2', '+', '3']",0
SCAL,"['6']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['x', 'y', 'z']",0
SCAL,"['1', '^', '9', '+', '7']",0
SCAL,"['(', '(', 'n', '+', '1', ')', '(', 'n', '+', '2', ')', '/', '2', ')', '-', '1']",0
SCAL,"['(', 'm', '+', '1', ')']",0
SCAL,"['4', 'x']",0
SCAL,"['2']",0
SCAL,"['1']",0
SCAL,"['5']",0
SCAL,"['1', '*', '1', '*', '3', '^', '2']",0
SCAL,"['\\frac', '{', 'u', '}', '{', 'v', '}']",0
SCAL,"['p', '^', '2']",0
SCAL,"['0']",0
SCAL,"['0']",0
SCAL,"['2', '^', 'n', '+', '1']",0
SCAL,"['2']",0
SCAL,"['g', '(', 'x', ')']",0
FUNC,"['S']",0
SCAL,"['1']",0
SCAL,"['1', '/', '1']",0
SCAL,"['0']",0
SCAL,"['2']",0
SCAL,"['6']",0
SCAL,"['3']",0
SCAL,"['u', '\\cdot', '5', '^', '{', 'n', '-', '1', '}']",0
SCAL,"['4', '^', 'n', '+', '1']",0
SCAL,"['-', '0']",0
FUNC,"['I', ':', 'A', '\\to', 'F']",0
SCAL,"['0']",0
SCAL,"['j', 'q', '/', 'p']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",0
SCAL,"['7']",0
SCAL,"['6']",0
FUNC,"['f', ':', '\\mathbb{Z}', '\\to', '\\mathbb{Z}']",0
FUNC,"['g']",0
SCAL,"['2']",0
SCAL,"['0']",0
SCAL,"['f', '(', 'd', ')']",0
SCAL,"['d', '(', 'n', ')']",0
SCAL,"['3', '5']",0
SCAL,"['2', '^', '{', 'n', '+', '1', '}']",0
SCAL,"['4', '(', 'b', '^', '2', '+', 'b', '-', '(', 'a', '^', '2', '+', 'a', ')', ')']",0
SCAL,"['d', '(', 'n', ')']",0
SCAL,"['c', '+', '1']",0
SCAL,"['2']",0
SCAL,"['1', '^', '8']",0
SCAL,"['2']",0
SCAL,"['5']",0
SCAL,"['(', 'n', '-', '1', ')', '(', 'n', '-', '2', ')']",0
SCAL,"['0']",0
SET,"['\mathbb{N}']",0
SET,"['S', '(', 'k', ')']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['3']",0
SCAL,"['a', 'b', '+', '\\frac', '{', '1', '}', '{', 'a', 'b', '}']",0
SCAL,"['5']",0
FUNC,"['S']",0
SCAL,"['a', '(', 'n', ')']",0
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '4', '+', 'x', '^', '2', '}', '{', '2', '}']",0
SCAL,"['1', '*', '2', '^', '{', '6', '}']",0
FUNC,"['f']",0
SCAL,"['x', '+', 'y']",0
SCAL,"['3']",0
SCAL,"['4']",0
SCAL,"['7']",0
SCAL,"['a', 'b', 'c', 'd']",0
SCAL,"['1']",0
SCAL,"['1']",0
FUNC,"['L', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', '3', '}', '{', '4', '}']",0
SCAL,"['a', 'a', 'a', 'a', 'a', 'a']",0
SCAL,"['1']",0
SCAL,"['2']",0
FUNC,"['f']",0
SCAL,"['2']",0
SCAL,"['f', '(', 'x', ')']",0
SCAL,"['2']",0
SCAL,"['0']",0
SCAL,"['\\frac', '{', '1', '}', '{', 'p', '}']",0
FUNC,"['k']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['\\frac', '{', 'a', '^', '{', '2', '^', 'b', '-', '1', '}', '-', '1', '}', '{', 'a', '-', '1', '}']",0
SCAL,"['2', '^', 'n', '+', '1']",0
SCAL,"['2']",0
SCAL,"['9', '^', '{', '9', '^', '9', '}']",0
SCAL,"['1', '^', '{', '1', '}', '+', '2', '^', '{', '1', '}', '+', '3', '^', '{', '1', '}']",0
SCAL,"['x', 'y', 'z']",0
SCAL,"['6', 'k', '^', '4', '+', '1', 'k', '^', '3', '+', '8', 'k', '^', '2', '+', '2', 'k', '+', '2']",0
SCAL,"['3']",0
SCAL,"['2']",0
SCAL,"['2']",0
SCAL,"['x', '^', '2', '+', '1']",0
SCAL,"['x', '+', 'z', 'y']",0
SCAL,"['9']",0
SCAL,"['\\frac', '{', '2', 'n', '+', '3', '}', '{', 'n', '-', '2', '}']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['a', 'b', 'c', '+', 'd', 'e', 'f']",0
SCAL,"['7']",0
SCAL,"['p', '-', 'q']",0
SCAL,"['3']",0
SCAL,"['0']",0
SCAL,"['0']",0
SCAL,"['f', 'o', 'r', 'w', 'h', 'i', 'c', 'h', 't', 'h', 'e', 'r', 'e', 'a', 'r', 'e']",0
SCAL,"['2']",0
SCAL,"['1', 'x']",0
FUNC,"['g']",0
SCAL,"['1']",0
SCAL,"['5']",0
SCAL,"['0']",0
SCAL,"['0']",0
SCAL,"['1']",0
SCAL,"['(', '1', ')', '(', '9', ')', '(', '9', ')']",0
SCAL,"['7']",0
SCAL,"['4']",0
SCAL,"['\\frac', '{', '0', '}', '{', '1', '}']",0
SCAL,"['2']",0
SCAL,"['3', '^', '4']",0
SCAL,"['2', 'k', '+', '2']",0
SCAL,"['1']",0
SCAL,"['1', '^', 'm']",0
FUNC,"['F']",0
FUNC,"['f', '(', 'x', ')', '=', '(', 'x', '+', '2', ')', '^', '{', '1', '/', '3', '}']",0
SCAL,"['1']",0
FUNC,"['f']",0
SCAL,"['1']",0
FUNC,"['n']",0
SCAL,"['e', '^', '{', 'e', '^', '{', 'x', '}', '-', '1', '}']",0
SCAL,"['5']",0
SCAL,"['7']",0
SCAL,"['r', '(', 'i', ')']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', '1', '}', '{', '2', '}']",0
SCAL,"['(', 'p', '-', '1', ')', '/', '2']",0
SCAL,"['9']",0
SCAL,"['1']",0
SET,"['\\{', 'x', '\\}']",0
SCAL,"['\\frac', '{', '(', '2', 'n', ')', '!', '}', '{', 'n', '!', '(', 'n', '+', '1', ')', '!', '}']",0
SCAL,"['2']",0
SCAL,"['2']",0
SCAL,"['m', '^', '2']",0
SCAL,"['9']",0
SCAL,"['1', '/', '2']",0
SCAL,"['(', '3', ')', '(', '1', ')', '(', '1', ')', '(', '7', ')', '(', '5', ')', '(', '3', ')', '(', '2', ')']",0
SCAL,"['6']",0
FUNC,"['f']",0
SCAL,"['8']",0
SCAL,"['(', 'a', '-', 'n', ')', '(', 'b', '-', 'n', ')']",0
SCAL,"['6']",0
SCAL,"['4']",0
SET,"['\mathbb{N}']",0
SCAL,"['n', '!', '+', '1']",0
SCAL,"['4']",0
SCAL,"['3']",0
SCAL,"['2', 'n', '-', '1']",0
SCAL,"['1', '-', '7']",0
SCAL,"['4']",0
SCAL,"['7']",0
FUNC,"['g']",0
SCAL,"['4']",0
SCAL,"['1']",0
FUNC,"['n']",0
SCAL,"['1']",0
SCAL,"['9']",0
SCAL,"['1']",0
SCAL,"['0']",0
SCAL,"['\\binom', '{', '4', '}', '{', '2', '}']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', '5', '}', '{', '8', '}']",0
SCAL,"['p', '^', '2']",0
SCAL,"['1', '-', '9']",0
FUNC,"['f']",0
SCAL,"['t', '^', '2']",0
SCAL,"['1']",0
SCAL,"['d', '(', 'n', ')']",0
SCAL,"['n', '-', 'k', 'a']",0
SCAL,"['3']",0
SCAL,"['5']",0
SCAL,"['n', '^', 'a', '+', '1']",0
SCAL,"['2']",0
SCAL,"['2']",0
SCAL,"['x', 'y']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', '1', '}', '{', '2', '}']",0
SCAL,"['n', 'k', '+', '1']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['-', '4', '+', '5', 'b']",0
SCAL,"['5', 'x', '2', '5', 'y']",0
SCAL,"['(', 'n', '+', '1', ')', '/', '2']",0
SCAL,"['2']",0
SCAL,"['x', 'y', 'z']",0
SCAL,"['2']",0
FUNC,"['F', '(', 'n', ')', '=', 'n', '^', '2']",0
SCAL,"['1']",0
SCAL,"['f', '(', 'n', ')']",0
SCAL,"['x', '^', '2', '+', '3', '\\cdot', 'y', '^', '2']",0
SCAL,"['7', '+', 'k', '+', '1']",0
SCAL,"['4']",0
SCAL,"['2']",0
SCAL,"['\\frac', '{', 'b', '!', '}', '{', '(', 'b', '/', 'a', ')', '!', '}']",0
SCAL,"['a', 'b', 'c', 'a', 'b', 'c']",0
SCAL,"['0']",0
SCAL,"['0']",0
SCAL,"['3']",0
SCAL,"['4']",0
SCAL,"['1']",0
SCAL,"['-', '1']",0
SCAL,"['y', '-', '1']",0
SCAL,"['4']",0
SCAL,"['1', '^', '6']",0
SCAL,"['n', '^', '2', '+', 'n']",0
FUNC,"['f', '(', 'n', ')', '=', 'n', '!']",0
SCAL,"['\\frac', '{', '3', 'n', '^', '{', '3', '}', '-', '1', 'n', '}', '{', 'n', '+', '3', '}']",0
SCAL,"['7', 'n', '+', '2']",0
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '2', '}', '{', '(', '1', '+', '1', '^', '{', '-', '3', '}', ')', '^', 'x', '}']",0
SCAL,"['2', '/', '3']",0
SET,"['\\{', '0', ',', '1', ',', '2', ',', '4', '\\}']",0
SCAL,"['a', '^', 'n']",0
SCAL,"['\\frac', '{', 'p', '}', '{', 'q', '}']",0
SCAL,"['3', '/', '1']",0
SCAL,"['0']",0
SCAL,"['2', 'n']",0
SCAL,"['9']",0
SCAL,"['4']",0
FUNC,"['S', '(', 'x', ')', '=', 'x', '+', '1']",0
SCAL,"['\\frac', '{', 'p', '}', '{', 'q', '}']",0
SCAL,"['a', 'n', '+', '1']",0
SCAL,"['1']",0
SCAL,"['7']",0
SCAL,"['f', '(', 'm', ')']",0
SCAL,"['2']",0
SCAL,"['2', '^', 'p', '+', 'p', '^', '2']",0
SCAL,"['9', '\\cdot', 'k']",0
FUNC,"['f', ':', 'A', '\\times', 'A', '\\to', '\\mathbb{N}']",0
SCAL,"['h', '(', 'd', ')']",0
FUNC,"['f']",0
SCAL,"['1']",0
SCAL,"['(', '2', 'a', 'x', '+', 'x', '^', '2', ')']",0
SCAL,"['0']",0
SCAL,"['7']",0
SCAL,"['2']",0
SCAL,"['2']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', '(', '2', '\\cdot', 'n', '-', '4', ')', '}', '{', '1', '}']",0
FUNC,"['T', ':', '\\mathbb', 'N', '\\rightarrow', '\\mathbb', 'N']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', 'n', '}', '{', 'd', '}']",0
SCAL,"['1']",0
SCAL,"['6']",0
SCAL,"['1']",0
SCAL,"['3']",0
SCAL,"['1', '+', '(', '1', '+', 'n', ')']",0
SCAL,"['4', 'z']",0
SCAL,"['1']",0
SCAL,"['3']",0
SCAL,"['6']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '+', 's', '(', 'x', ')']",0
SCAL,"['2']",0
SCAL,"['d', '(', 'n', ')']",0
SCAL,"['1']",0
SET,"['D', '(', 'n', ')']",0
SCAL,"['x', '^', '4']",0
SCAL,"['2']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', 'x', '+', '2', '}', '{', '3', '}']",0
FUNC,"['f']",0
FUNC,"['f']",0
SCAL,"['4']",0
SCAL,"['7']",0
SCAL,"['1']",0
SCAL,"['1', '^', 'k', '-', '1']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']",0
SCAL,"['\\frac', '{', 'x', '-', '1', '}', '{', 'y', '-', '1', '}']",0
SCAL,"['6']",0
SCAL,"['2']",0
SCAL,"['7']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['7']",0
SCAL,"['6', '^', '2']",0
SCAL,"['1', '\\cdot', '5']",0
SCAL,"['u', '^', 'n']",0
SCAL,"['1', '-', '9']",0
SCAL,"['4']",0
SCAL,"['(', '9', 'n', ')', '!', '+', 'n', '!', '+', '1']",0
SCAL,"['4']",0
SCAL,"['8']",0
SCAL,"['a', 'b', 'c']",0
SCAL,"['\\frac', '{', 'p', '-', '1', '}', '{', '2', '}']",0
SCAL,"['2', '^', 's']",0
SCAL,"['1']",0
SET,"['A', '\\cap', 'B']",0
SCAL,"['0']",0
SET,"['\\{', '1', ',', '5', ',', '8', ',', '1', '\\}']",0
SCAL,"['5']",0
SCAL,"['4']",0
SCAL,"['1']",0
SCAL,"['(', 'p', '-', '1', ')']",0
SCAL,"['1']",0
SCAL,"['0']",0
SCAL,"['\\frac', '{', '1', '}', '{', 'l', 'n', 'x', '}']",0
SCAL,"['p', '-', '1']",0
FUNC,"['f', ':', '\\mathbb{Z}', '\\rightarrow', '\\mathbb{Z}']",0
SCAL,"['6']",0
SCAL,"['1']",0
SCAL,"['(', 'a', '^', '2', '-', 'b', '^', '2', ')', 'c', '-', '2', 'a', 'b', 'd', '+', '(', '(', 'a', '^', '2', '-', 'b', '^', '2', ')', 'd', '+', '2', 'a', 'b', 'c', ')', 'i']",0
SCAL,"['6']",0
SCAL,"['\\binom', '{', '4', '}', '{', '1', '}']",0
SCAL,"['7']",0
SCAL,"['3', 'x']",0
SCAL,"['9']",0
FUNC,"['f']",0
SCAL,"['2']",0
SCAL,"['1']",0
FUNC,"['f']",0
SCAL,"['1']",0
SCAL,"['m', '^', '2']",0
SCAL,"['\\frac', '{', '3', 'n', '+', '2', '}', '{', '4', 'n', '+', '3', '}']",0
SCAL,"['1']",0
SCAL,"['n', '+', 'a']",0
SET,"['P', 'r']",0
SCAL,"['1']",0
