mtype,tokens,type_tokens,labels,labels_str
SCAL,"['2', '4']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[14, 168]","['algebra-precalculus', 'inequality']"
SCAL,"['1', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[14, 168]","['algebra-precalculus', 'inequality']"
SCAL,"['1', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[14, 168]","['algebra-precalculus', 'inequality']"
SCAL,"['4', '8']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[14, 168]","['algebra-precalculus', 'inequality']"
FUNC,"['F', '(', 'x', ')', '=', 'x', '^', '{', '4', '}', '+', '2', 'x', '^', '{', '3', '}', '-', 'x', '-', '1']","['func_expr', 'func_name_arg', 'func_name', '__ANON_0', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'SUB', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']","[14, 123, 89]","['algebra-precalculus', 'polynomials', 'contest-math']"
FUNC,"['f', '(', 'x', ')', '=', '3', '3', 'x', '^', '4', '+', '2', '0', 'x', '^', '2', '+', '2', '0', 'x', '-', '2', '3']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']",[14],['algebra-precalculus']
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '+', '4']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3']","[14, 5, 123]","['algebra-precalculus', 'functions', 'polynomials']"
SCAL,"['-', 'c', '^', '3']","['unary', 'SUB', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']",[14],['algebra-precalculus']
FUNC,"['f', '(', 't', ')', '=', 't', '+', 'b', 'e', '^', '{', '-', '\\frac', '{', 't', '}', '{', 'b', '}', '}', '-', 'b', '-', '\\frac', '{', 'd', '}', '{', 'v', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', '__ANON_1', 'ADD', 'additive', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE', 'R_BRACE', 'SUB', 'additive', '__ANON_1', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']",[14],['algebra-precalculus']
FUNC,"['\\exp', '(', 'z', ')', '=', 'e', '^', 'z']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', '__ANON_1']","[52, 14, 5, 8]","['sequences-and-series', 'algebra-precalculus', 'functions', 'discrete-mathematics']"
SCAL,"['s', '/', 't']","['mp', '__ANON_1', 'DIV', '__ANON_1']",[14],['algebra-precalculus']
SCAL,"['s', '/', 't']","['mp', '__ANON_1', 'DIV', '__ANON_1']",[14],['algebra-precalculus']
FUNC,"['f', '(', 'x', ')', '=', 'a', '-', 'b', 'e', '^', '{', '-', 'c', 'x', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', '__ANON_1', 'SUB', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE']","[32, 14]","['calculus', 'algebra-precalculus']"
SCAL,"['-', '1', '2']","['unary', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']","[14, 168]","['algebra-precalculus', 'inequality']"
FUNC,"['g', '(', 'x', ')', '=', 'a', 'r', '^', '{', 'x', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', '__ANON_1', 'R_BRACE']",[14],['algebra-precalculus']
SCAL,"['-', '1', '2']","['unary', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']","[14, 168]","['algebra-precalculus', 'inequality']"
SCAL,"['-', '5']","['unary', 'SUB', 'expr_atom', '__ANON_3']","[14, 168]","['algebra-precalculus', 'inequality']"
SCAL,"['-', '\\frac', '{', '1', '}', '{', '2', '}']","['unary', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",[14],['algebra-precalculus']
SCAL,"['-', '4']","['unary', 'SUB', 'expr_atom', '__ANON_3']",[14],['algebra-precalculus']
SCAL,"['1', '/', '1', '0']","['mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']",[14],['algebra-precalculus']
SCAL,"['1', '/', '1', '0']","['mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']",[14],['algebra-precalculus']
SET,"['\\mathbb{R}', '\\times', '\\mathbb{R}']","['set_expr', 'set_constant', 'SET_BASIC', 'sets__OP_CART', 'set_constant', 'SET_BASIC']",[14],['algebra-precalculus']
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[14],['algebra-precalculus']
SCAL,"['-', 'k', '^', '2']","['unary', 'SUB', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","[14, 123]","['algebra-precalculus', 'polynomials']"
SCAL,"['1', '0', 'a', '^', '3']","['unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","[14, 123]","['algebra-precalculus', 'polynomials']"
SCAL,"['1', '9', '9', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","[14, 17]","['algebra-precalculus', 'elementary-number-theory']"
FUNC,"['f', '(', 'x', ')', '=', 'x', '\\frac', '{', 'x', '^', '2', '-', 'x', '-', '6', '+', '4', 'x', '+', '8', '}', '{', 'x', '^', '2', '-', 'x', '-', '6', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']","[14, 44]","['algebra-precalculus', 'limits']"
SCAL,"['\\frac', '{', 'z', '-', '1', '}', '{', 'z', '+', '1', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']",[14],['algebra-precalculus']
SCAL,"['x', '/', '(', '2', '-', 'x', ')']","['mp', '__ANON_1', 'DIV', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1', 'R_PAREN']","[14, 168]","['algebra-precalculus', 'inequality']"
SCAL,"['-', '4']","['unary', 'SUB', 'expr_atom', '__ANON_3']","[14, 123]","['algebra-precalculus', 'polynomials']"
SCAL,"['(', 'a', '+', '1', '/', 'a', ')']","['group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'mp', 'expr_atom', '__ANON_3', 'DIV', '__ANON_1', 'R_PAREN']",[14],['algebra-precalculus']
FUNC,"['f', '(', 'x', ')', '=', '2', '^', 'x', '+', 'x', '-', 'n']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'ADD', 'additive', '__ANON_1', 'SUB', '__ANON_1']",[14],['algebra-precalculus']
FUNC,"['f', '(', 'x', ')', '=', '2', '^', 'x', '+', 'x', '-', 'n']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'ADD', 'additive', '__ANON_1', 'SUB', '__ANON_1']",[14],['algebra-precalculus']
FUNC,"['f', '(', 'x', ')', '=', '2', '+', 'x', '^', '2', '(', '3', '-', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1', 'R_PAREN']",[14],['algebra-precalculus']
FUNC,"['f', '(', 'x', ')', '=', '2', 'x', '+', '3']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","[14, 29]","['algebra-precalculus', 'definition']"
SCAL,"['\\frac', '{', '1', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","[14, 94]","['algebra-precalculus', 'solution-verification']"
SCAL,"['a', '-', 'p']","['additive', '__ANON_1', 'SUB', '__ANON_1']","[32, 14]","['calculus', 'algebra-precalculus']"
SCAL,"['6', '3', '6', '3', '6', '2', '2', '3', '6', '3', '6', '3']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","[14, 123]","['algebra-precalculus', 'polynomials']"
FUNC,"['f', '(', 'x', ')', '=', 'x', '+', '\\frac', '{', '6', '4', '}', '{', 'x', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', '__ANON_1', 'ADD', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']",[14],['algebra-precalculus']
SCAL,"['2', '1', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","[14, 68]","['algebra-precalculus', 'number-theory']"
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '4', 'x', '}', '{', 'x', '+', '2', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']","[52, 14]","['sequences-and-series', 'algebra-precalculus']"
SCAL,"['\\frac', '{', 'u', '}', '{', 'a', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']",[14],['algebra-precalculus']
SCAL,"['x', '^', '2', '-', '7', 'x', '+', 'm']","['additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', '__ANON_1']","[14, 123]","['algebra-precalculus', 'polynomials']"
FUNC,"['g', '(', 'x', ')', '=', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', '__ANON_1']","[14, 5]","['algebra-precalculus', 'functions']"
SCAL,"['n', '-', 't', 'h']","['additive', '__ANON_1', 'SUB', 'unary', '__ANON_1', '__ANON_1']","[14, 212]","['algebra-precalculus', 'trigonometry']"
FUNC,"['f', '(', 'x', ')', '=', 'a', '^', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', '__ANON_1']",[14],['algebra-precalculus']
FUNC,"['g', ',', 'h', ':', 'U', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_enumeration', 'func_name', '__ANON_1', 'COMMA', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",[14],['algebra-precalculus']
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '2', 'x', '^', '3', '+', 'x', '^', '2', '+', '1', '}', '{', 'x', '^', '2', '-', '1', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']",[14],['algebra-precalculus']
SCAL,"['\\binom', '{', 'n', '}', '{', 'k', '}']","['expr_atom', 'CMD_BINOM', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","[30, 14, 0]","['combinatorics', 'algebra-precalculus', 'elementary-set-theory']"
SCAL,"['y', '(', 'n', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","[52, 30, 14, 89]","['sequences-and-series', 'combinatorics', 'algebra-precalculus', 'contest-math']"
SCAL,"['x', '(', 'n', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","[52, 30, 14, 89]","['sequences-and-series', 'combinatorics', 'algebra-precalculus', 'contest-math']"
SCAL,"['f', '(', 't', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","[30, 14]","['combinatorics', 'algebra-precalculus']"
SCAL,"['a', 'n', 'd', '+', '2']","['additive', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","[14, 195]","['algebra-precalculus', 'prime-numbers']"
SCAL,"['i', '+', '1']","['additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","[52, 30, 14]","['sequences-and-series', 'combinatorics', 'algebra-precalculus']"
SCAL,"['\\frac', '{', '1', '}', '{', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",[14],['algebra-precalculus']
SCAL,"['\\frac', '{', 'u', '+', '1', '}', '{', 'u', '-', '1', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']","[14, 5]","['algebra-precalculus', 'functions']"
SCAL,"['3', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[14, 89]","['algebra-precalculus', 'contest-math']"
SCAL,"['e', 'q', '!']","['unary', '__ANON_1', 'postfix', '__ANON_1', 'BANG']","[14, 68]","['algebra-precalculus', 'number-theory']"
SCAL,"['(', 'a', 'b', ')', '^', 'n']","['exp', 'group', 'L_PAREN', 'unary', '__ANON_1', '__ANON_1', 'R_PAREN', 'CARET', '__ANON_1']",[14],['algebra-precalculus']
FUNC,"['f', '(', 'z', ')', '=', '\\frac', '{', '1', '}', '{', 'z', '(', 'z', '-', '1', ')', '^', '2', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'unary', '__ANON_1', 'exp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE']",[14],['algebra-precalculus']
SCAL,"['1', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[14, 89]","['algebra-precalculus', 'contest-math']"
SCAL,"['2', 'a']","['unary', 'expr_atom', '__ANON_3', '__ANON_1']","[32, 14, 44, 29]","['calculus', 'algebra-precalculus', 'limits', 'definition']"
SCAL,"['\\frac', '{', 'a', 'b', '}', '{', 'a', 'd', '}', '+', '\\frac', '{', 'c', '}', '{', 'a', 'd', '}']","['additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'ADD', 'expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE']",[14],['algebra-precalculus']
FUNC,"['f', '(', 'b', ')', '=', '\\frac', '{', 'b', '^', '2', '-', 'a', '^', '2', '}', '{', 'b', '-', 'a', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_BRACE']","[32, 14, 44, 29]","['calculus', 'algebra-precalculus', 'limits', 'definition']"
SCAL,"['2', '^', '4']","['exp', 'expr_atom', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3']",[14],['algebra-precalculus']
SCAL,"['1', '0', '0', '0', 'a', '+', '\\frac', '{', '1', '}', '{', '1', '0', '0', '0', 'b', '(', 'a', '-', 'b', ')', '}']","['additive', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', 'R_BRACE']","[14, 168]","['algebra-precalculus', 'inequality']"
SCAL,"['\\frac', '{', '7', '!', '-', '6', '!', '+', '5', '!', '\\cdot', '4', '!', '}', '{', '6', '!', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'additive', 'postfix', 'expr_atom', '__ANON_3', 'BANG', 'SUB', 'postfix', 'expr_atom', '__ANON_3', 'BANG', 'ADD', 'mp', 'postfix', 'expr_atom', '__ANON_3', 'BANG', 'CMD_CDOT', 'postfix', 'expr_atom', '__ANON_3', 'BANG', 'R_BRACE', 'L_BRACE', 'postfix', 'expr_atom', '__ANON_3', 'BANG', 'R_BRACE']",[14],['algebra-precalculus']
SCAL,"['p', '/', 'q']","['mp', '__ANON_1', 'DIV', '__ANON_1']",[14],['algebra-precalculus']
FUNC,"['g', '(', 'x', ')', '=', 'l', 'o', 'g', '(', 'f', '(', 'x', ')', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'R_PAREN']","[14, 5]","['algebra-precalculus', 'functions']"
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[14, 5]","['algebra-precalculus', 'functions']"
SCAL,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","[14, 5]","['algebra-precalculus', 'functions']"
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '{', 'x', '^', '{', '3', '/', '2', '}', '}', '-', '\\frac', '{', '3', '}', '{', '2', '}', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_BRACE', 'SUB', 'unary', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', '__ANON_1']",[14],['algebra-precalculus']
FUNC,"['f', '(', 'x', ')', '=', 'x', '+', '3', '^', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', '__ANON_1', 'ADD', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1']",[14],['algebra-precalculus']
SCAL,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","[14, 5]","['algebra-precalculus', 'functions']"
SCAL,"['\\frac', '{', '1', '}', '{', '1', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","[14, 5]","['algebra-precalculus', 'functions']"
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[14, 5, 140]","['algebra-precalculus', 'functions', 'functional-equations']"
SCAL,"['x', '+', 'y']","['additive', '__ANON_1', 'ADD', '__ANON_1']","[14, 168]","['algebra-precalculus', 'inequality']"
SCAL,"['k', '-', '2']","['additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']","[14, 168]","['algebra-precalculus', 'inequality']"
SCAL,"['a', '+', 'b']","['additive', '__ANON_1', 'ADD', '__ANON_1']","[95, 14, 89]","['geometry', 'algebra-precalculus', 'contest-math']"
SCAL,"['s', '(', 's', '-', 'a', ')', '(', 's', '-', 'b', ')', '(', 's', '-', 'c', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN']","[95, 14, 89]","['geometry', 'algebra-precalculus', 'contest-math']"
SCAL,"['(', 's', '-', 'a', ')', '(', 's', '-', 'b', ')']","['unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN']","[95, 14, 89]","['geometry', 'algebra-precalculus', 'contest-math']"
SCAL,"['s', '^', '2', '-', '(', 'a', '+', 'b', ')', 's', '+', 'a', 'b']","['additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_PAREN', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1']","[95, 14, 89]","['geometry', 'algebra-precalculus', 'contest-math']"
SCAL,"['a', 'b']","['unary', '__ANON_1', '__ANON_1']","[95, 14, 89]","['geometry', 'algebra-precalculus', 'contest-math']"
FUNC,"['f', '(', 'z', ')', '=', 'z', '^', 'n']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', '__ANON_1']",[14],['algebra-precalculus']
FUNC,"['f', '(', 'x', ')', '=', 'a', '(', 'b', '-', 'c', ')', 'x', '^', '2', '+', 'b', '(', 'c', '-', 'a', ')', 'x', '+', 'c', '(', 'a', '-', 'b', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', '__ANON_1', 'ADD', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN']",[14],['algebra-precalculus']
FUNC,"['h', ':', 'Y', '\\to', 'Z']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[14],['algebra-precalculus']
