fid,mtype,exprstr,mention,tags
632f833f837ac920af66ad2c_f_2_88_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_9_0,SCAL,4,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_89_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_10_0,FUNC,R,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_90_0,SCAL,42 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_91_0,SCAL,80 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_12_0,SCAL,dw,thickness,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_92_0,SCAL,127 ,p.root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_13_0,FUNC,w,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_93_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_14_0,FUNC,w,"-axis , at   height    f_2_14_0","['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_94_0,SCAL,2 ,d,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_95_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_96_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_97_0,SCAL,46 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_98_0,SCAL,103 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_19_0,FUNC,R,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_99_0,SCAL,139 ,p    f_2_99_0 p.root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_20_0,SCAL,0,,"['calculus', 'trigonometry', 'circles', 'integration']"
6327106606a69a3f488da7f5_f_2_21_0,FUNC,R,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_100_0,SCAL,2 ,p    f_2_99_0 p.root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_101_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_22_0,FUNC,V,the ball,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_102_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_103_0,SCAL,50 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_104_0,SCAL,123 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_105_0,SCAL,151 ,p    f_2_105_0 p.root    f_2_106_0 exps,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_106_0,SCAL,6 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_107_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_108_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_109_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_110_0,SCAL,52 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_3_6_0,FUNC,a,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_111_0,SCAL,64 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_112_0,SCAL,157 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_113_0,SCAL,5 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_114_0,SCAL,4 ,d,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_115_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_116_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da812_f_0_0_0,SCAL,0 ,,"['algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ad2c_f_2_117_0,SCAL,54 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da812_f_0_1_0,SCAL,180 ,,"['algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ad2c_f_2_118_0,SCAL,169 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da812_f_0_2_0,SCAL,1 ,,"['algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ad2c_f_2_119_0,SCAL,163 ,p,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da812_f_0_3_0,SCAL,8 ,,"['algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ad2c_f_2_120_0,SCAL,2 ,   p    f_2_119_0 p.root    f_2_120_0 exps,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da812_f_0_4_0,SCAL,9973 ,,"['algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ad2c_f_2_121_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da812_f_2_0_0,FUNC,B,the length,"['algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ad2c_f_2_122_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da812_f_2_1_0,FUNC,H,,"['algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ad2c_f_2_123_0,SCAL,60 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_124_0,SCAL,67 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_125_0,SCAL,181 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_126_0,SCAL,2 ,p.root    f_2_126_0 exps,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_127_0,SCAL,2 ,d,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da812_f_2_6_0,SCAL,3.14,rough,"['algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ad2c_f_2_128_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_129_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_130_0,SCAL,64 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_131_0,SCAL,143 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_132_0,SCAL,193 ,p    f_2_132_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_133_0,SCAL,5 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_134_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da821_f_1_2_0,FUNC,x,,"['trigonometry', 'functions']"
632f833f837ac920af66ad2c_f_2_135_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da821_f_1_3_0,FUNC,x,,"['trigonometry', 'functions']"
632f833f837ac920af66ad2c_f_2_136_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da821_f_1_4_0,FUNC,y,,"['trigonometry', 'functions']"
632f833f837ac920af66ad2c_f_2_137_0,SCAL,66 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_138_0,SCAL,59 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_139_0,SCAL,199 ,p    f_2_139_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_140_0,SCAL,3 ,p.root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_141_0,SCAL,2 ,d = 5^ f_2_141_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_142_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_143_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_144_0,SCAL,70 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_145_0,SCAL,125 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da82b_f_0_0_0,SCAL,0 ,,['trigonometry']
632f833f837ac920af66ad2c_f_2_146_0,SCAL,211 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da82b_f_0_1_0,SCAL,45 ,an angle,['trigonometry']
632f833f837ac920af66ad2c_f_2_147_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da82b_f_0_2_0,SCAL,1 ,my velocity,['trigonometry']
632f833f837ac920af66ad2c_f_2_148_0,SCAL,2 ,d = 5^ f_2_148_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da82b_f_0_3_0,SCAL,90 ,,['trigonometry']
632f833f837ac920af66ad2c_f_2_149_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da82b_f_1_0_0,SET,"(0,0)",,['trigonometry']
632f833f837ac920af66ad2c_f_2_150_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_151_0,SCAL,74 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da82b_f_1_2_0,SCAL,1,velocity,['trigonometry']
632f833f837ac920af66ad2c_f_2_152_0,SCAL,256 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_153_0,SCAL,223 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_154_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_155_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_156_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_157_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_158_0,SCAL,76 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_159_0,SCAL,212 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da83e_f_2_1_0,SET,"[0,1]",,"['calculus', 'limits', 'trigonometry', 'radicals', 'diophantine-approximation']"
632f833f837ac920af66ad2c_f_2_160_0,SCAL,229 ,-   f_2_159_0    p    f_2_160_0 p.root    f_2_161_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_161_0,SCAL,6 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_162_0,SCAL,4 ,d,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da83e_f_2_3_0,SCAL,1,,"['calculus', 'limits', 'trigonometry', 'radicals', 'diophantine-approximation']"
632f833f837ac920af66ad2c_f_2_163_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_164_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_165_0,SCAL,80 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_166_0,SCAL,125 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_167_0,SCAL,241 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_168_0,SCAL,7 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_169_0,SCAL,2 ,d,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da83e_f_3_6_0,FUNC,m,,"['calculus', 'limits', 'trigonometry', 'radicals', 'diophantine-approximation']"
632f833f837ac920af66ad2c_f_2_170_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_171_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_172_0,SCAL,90 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_173_0,SCAL,261 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_174_0,SCAL,271 ,p    f_2_174_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_175_0,SCAL,6 ,p.root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_176_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_177_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_178_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da83e_f_3_15_0,FUNC,\sin,,"['calculus', 'limits', 'trigonometry', 'radicals', 'diophantine-approximation']"
632f833f837ac920af66ad2c_f_2_179_0,SCAL,92 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_180_0,SCAL,236 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_181_0,SCAL,277 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da83e_f_3_18_0,FUNC,n,,"['calculus', 'limits', 'trigonometry', 'radicals', 'diophantine-approximation']"
632f833f837ac920af66ad2c_f_2_182_0,SCAL,5 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_183_0,SCAL,4 ,d = 2^ f_2_183_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_184_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_185_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da83e_f_3_21_0,FUNC,n,,"['calculus', 'limits', 'trigonometry', 'radicals', 'diophantine-approximation']"
632f833f837ac920af66ad2c_f_2_186_0,SCAL,94 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_187_0,SCAL,304 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da83e_f_3_23_0,SCAL,1 ,,"['calculus', 'limits', 'trigonometry', 'radicals', 'diophantine-approximation']"
632f833f837ac920af66ad2c_f_2_188_0,SCAL,283 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_189_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_190_0,SCAL,2 ,d,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_191_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_192_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_193_0,SCAL,102 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_194_0,SCAL,216 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_195_0,SCAL,307 ,p    f_2_195_0 p.root    f_2_196_0 exps,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_196_0,SCAL,5 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da88d_f_0_5_0,SCAL,5/3,,['trigonometry']
632f833f837ac920af66ad2c_f_2_197_0,SCAL,2 ,d,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da88d_f_0_6_0,SCAL,2,,['trigonometry']
632f833f837ac920af66ad2c_f_2_198_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_199_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da88d_f_1_0_0,SCAL,4 ,your angle,['trigonometry']
632f833f837ac920af66ad2c_f_2_200_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_201_0,SCAL,104 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da88d_f_2_1_0,SCAL,5 ,,['trigonometry']
632f833f837ac920af66ad2c_f_2_202_0,SCAL,371 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_203_0,SCAL,313 ,p    f_2_203_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_204_0,SCAL,10 ,p.root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_205_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_206_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_207_0,SCAL,110 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_208_0,SCAL,49 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_209_0,SCAL,331 ,p    f_2_209_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_210_0,SCAL,3 ,p.root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_211_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_212_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_213_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_214_0,SCAL,112 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_215_0,SCAL,25 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_216_0,SCAL,337 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_217_0,SCAL,10 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_218_0,SCAL,2 ,d,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_219_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_220_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_221_0,SCAL,116 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_222_0,SCAL,517 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_223_0,SCAL,349 ,p    f_2_223_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da8b4_f_3_5_0,FUNC,\sin,,"['trigonometry', 'complex-numbers']"
632f833f837ac920af66ad2c_f_2_224_0,SCAL,2 ,p.root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_225_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_226_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_227_0,SCAL,122 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_228_0,SCAL,435 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_229_0,SCAL,367 ,p.root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da8c9_f_0_4_0,FUNC,s,these numbers,['trigonometry']
632f833f837ac920af66ad2c_f_2_230_0,SCAL,6 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da8c9_f_0_5_0,FUNC,s,,['trigonometry']
632f833f837ac920af66ad2c_f_2_231_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da8c9_f_0_6_0,FUNC,t,,['trigonometry']
632f833f837ac920af66ad2c_f_2_232_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da8c9_f_0_7_0,FUNC,\cos,,['trigonometry']
632f833f837ac920af66ad2c_f_2_233_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da8c9_f_0_8_0,SCAL,x/r,,['trigonometry']
632f833f837ac920af66ad2c_f_2_234_0,SCAL,124 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_235_0,SCAL,221 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_236_0,SCAL,373 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da8c9_f_0_11_0,FUNC,\sin,,['trigonometry']
632f833f837ac920af66ad2c_f_2_237_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_238_0,SCAL,2 ,d = 7^ f_2_238_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da8c9_f_0_12_0,SCAL,y/r,,['trigonometry']
