fid,mtype,exprstr,mention,tokens,tags
632fe8ac837ac920af702cf6_f_1_23_0,FUNC,\tan,a different function,\tan,"['trigonometry', 'periodic-functions']"
632fe8ac837ac920af702cf6_f_1_24_0,FUNC,\sin,a different function,\sin,"['trigonometry', 'periodic-functions']"
632fa445837ac920af6a32f8_f_2_12_0,FUNC,h,a function,['h'],['trigonometry']
63301f98837ac920af760475_f_2_0_0,SCAL,9 ,number,9,['trigonometry']
632f74e7837ac920af658fdb_f_1_2_0,FUNC, f(x) = -2x^2 + x + 1 ,function,"['f', '(', 'x', ')', '=', '-', '2', 'x', '^', '2', '+', 'x', '+', '1']","['algebra-precalculus', 'trigonometry', 'derivatives', 'inequality']"
632fe8ad837ac920af703177_f_1_9_0,SCAL,65,The maximum value,6,"['calculus', 'trigonometry']"
632fe8ad837ac920af703177_f_1_10_0,SCAL,-65,the minimum value,"['-', '6']","['calculus', 'trigonometry']"
632fe8ad837ac920af7031f4_f_2_1_0,SCAL,f(x),a constant function,"['f', '(', 'x', ')']","['trigonometry', 'alternative-proof']"
63301f98837ac920af76073b_f_4_5_0,FUNC,f,the function   f_4_5_0,['f'],['trigonometry']
632fa445837ac920af6a36fd_f_1_4_0,SCAL,17,maximum value,1,"['functions', 'trigonometry', 'maxima-minima']"
63301f99837ac920af760a6a_f_0_0_0,FUNC,f:\mathbb{R}\to\mathbb{R},a function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['real-analysis', 'trigonometry', 'functional-equations']"
63301f99837ac920af760a6a_f_0_3_0,FUNC,\tan,the functional equation,\tan,"['real-analysis', 'trigonometry', 'functional-equations']"
63301f99837ac920af760a6a_f_3_17_0,FUNC,f,no such function   f_3_17_0,['f'],"['real-analysis', 'trigonometry', 'functional-equations']"
63301f99837ac920af760a6a_f_5_2_0,FUNC,g(x) = \frac{1+if(x)}{1-if(x)},The complex function   f_5_2_0,"['g', '(', 'x', ')', '=', '\\frac', '{', '1', '+', 'i', 'f', '(', 'x', ')', '}', '{', '1', '-', 'i', 'f', '(', 'x', ')', '}']","['real-analysis', 'trigonometry', 'functional-equations']"
632fe8ae837ac920af703734_f_4_1_0,FUNC,\sin,an odd function,\sin,"['trigonometry', 'inequality', 'alternative-proof']"
632fa445837ac920af6a393e_f_2_10_0,FUNC,f,Our function,['f'],"['calculus', 'trigonometry']"
632f74e8837ac920af659329_f_0_2_0,SCAL,f(x),  f_0_1_0   value,"['f', '(', 'x', ')']","['functions', 'trigonometry', 'optimization']"
632fe8ae837ac920af70387c_f_0_15_0,FUNC,F,a function,['F'],"['functions', 'trigonometry', 'inverse', 'inverse-function']"
632fe8ae837ac920af70387c_f_0_16_0,FUNC,F,a function,['F'],"['functions', 'trigonometry', 'inverse', 'inverse-function']"
632fe8ae837ac920af7038ac_f_1_1_0,SCAL,a \cdot b,real,"['a', '\\cdot', 'b']","['trigonometry', 'terminology']"
632fe8ae837ac920af7038ac_f_1_22_0,FUNC,g,i.e. the function,['g'],"['trigonometry', 'terminology']"
632fe8ae837ac920af7038ac_f_1_27_0,FUNC,g,i.e. the function,['g'],"['trigonometry', 'terminology']"
632fe8ae837ac920af703baa_f_1_0_0,FUNC,\arctan,the inverse function,\arctan,"['trigonometry', 'numerical-methods', 'angle']"
632fe8ae837ac920af703c3d_f_1_1_0,FUNC,"V(y,z)=y^2+z^2",The function   f_1_1_0,"['V', '(', 'y', ',', 'z', ')', '=', 'y', '^', '2', '+', 'z', '^', '2']","['geometry', 'ordinary-differential-equations', 'trigonometry', 'axiomatic-geometry']"
63301f9a837ac920af761167_f_3_58_0,SCAL,2,the value,2,['trigonometry']
632fe8af837ac920af703efa_f_0_0_0,FUNC,f(x)=y,a function,"['f', '(', 'x', ')', '=', 'y']","['trigonometry', 'graphing-functions', 'orthogonality', 'boundary-value-problem', 'wave-equation']"
63301f9a837ac920af76135b_f_2_4_0,SCAL,0,reasonable values,0,"['trigonometry', 'inverse']"
63301f9a837ac920af76135b_f_2_6_0,SCAL,0,reasonable values,0,"['trigonometry', 'inverse']"
63301f9a837ac920af76140b_f_1_7_0,FUNC,f : A \to B,A mapping   f_1_7_0,"['f', ':', 'A', '\\to', 'B']","['functions', 'trigonometry']"
63301f9a837ac920af76140b_f_1_11_0,FUNC,f : A \to B,A mapping   f_1_11_0,"['f', ':', 'A', '\\to', 'B']","['functions', 'trigonometry']"
63301f9a837ac920af76140b_f_1_15_0,FUNC,f : A \to B,A mapping   f_1_15_0,"['f', ':', 'A', '\\to', 'B']","['functions', 'trigonometry']"
63301f9a837ac920af761422_f_0_3_0,SCAL,72,trig values,7,['trigonometry']
632f74e9837ac920af659bb7_f_6_21_0,FUNC,g(x)=f(x+y),the functions,"['g', '(', 'x', ')', '=', 'f', '(', 'x', '+', 'y', ')']","['real-analysis', 'number-theory', 'trigonometry', 'analytic-number-theory']"
632faaf8837ac920af6a450e_f_3_3_0,SCAL,2 ,"more generally , constant   f_3_3_0",2,['trigonometry']
632f74e9837ac920af659bb7_f_6_43_0,FUNC,f,a periodic function,['f'],"['real-analysis', 'number-theory', 'trigonometry', 'analytic-number-theory']"
63301f9a837ac920af7614b6_f_1_23_0,FUNC,f,  f_1_22_0      A function,['f'],"['calculus', 'limits', 'trigonometry', 'derivatives']"
632fe8b0837ac920af704431_f_0_0_0,FUNC,f,if a step function,['f'],"['calculus', 'functions', 'trigonometry', 'step-function']"
632f74ea837ac920af659f3d_f_0_0_0,FUNC, f : \mathbb R \to \mathbb R ,a continuous function,"['f', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']","['trigonometry', 'functional-equations']"
632f74ea837ac920af659f3d_f_2_1_0,FUNC,g,a function   f_2_1_0,['g'],"['trigonometry', 'functional-equations']"
632f74ea837ac920af659f3d_f_3_3_0,FUNC,g,function,['g'],"['trigonometry', 'functional-equations']"
632fe8b1837ac920af70508a_f_0_9_0,SCAL,0,the minimum value,0,"['functions', 'trigonometry', 'inverse-function']"
632f74ea837ac920af65a0a8_f_0_0_0,SCAL,\frac{3a+2b}{4a+3b} ,the   algebraic fraction,"['\\frac', '{', '3', 'a', '+', '2', 'b', '}', '{', '4', 'a', '+', '3', 'b', '}']","['real-analysis', 'limits', 'trigonometry', 'approximation-theory']"
632f74ea837ac920af65a0a8_f_0_10_0,SCAL,5,the numbers,5,"['real-analysis', 'limits', 'trigonometry', 'approximation-theory']"
632f74ea837ac920af65a0a8_f_3_17_0,SCAL,a/b,any positive rational number   f_3_17_0   converges,"['a', '/', 'b']","['real-analysis', 'limits', 'trigonometry', 'approximation-theory']"
632f74ea837ac920af65a0bd_f_1_8_0,FUNC,G,a rational function,['G'],"['integration', 'trigonometry', 'convergence-divergence']"
632fe8b2837ac920af705370_f_1_4_0,SCAL,1,the minimum value,1,"['trigonometry', 'maxima-minima']"
632faaf9837ac920af6a50a1_f_5_22_0,FUNC,f,any function,['f'],"['calculus', 'real-analysis', 'trigonometry', 'differential']"
632faafa837ac920af6a539e_f_2_1_0,FUNC,\sin,the functions,\sin,['trigonometry']
632f74ea837ac920af65a3be_f_1_14_0,SCAL,1 ,value,1,"['calculus', 'trigonometry', 'power-series']"
632fe8b2837ac920af7057b0_f_2_0_0,FUNC,f,any function,['f'],"['calculus', 'limits', 'trigonometry', 'fixed-points']"
632f74ea837ac920af65a3be_f_4_13_0,FUNC,g : \mathbb{R} \to \mathbb{R}^2,the function,"['g', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}', '^', '2']","['calculus', 'trigonometry', 'power-series']"
632f74ea837ac920af65a423_f_1_0_0,FUNC,f,your Gaussian function,['f'],"['functions', 'trigonometry']"
632fe8b3837ac920af705b2d_f_0_12_0,FUNC,f,an even function,['f'],['trigonometry']
632fe8b3837ac920af705b2d_f_0_15_0,FUNC,f,an odd function,['f'],['trigonometry']
632fe8b3837ac920af705ba8_f_2_3_0,SCAL,x(t),( complex ) constants,"['x', '(', 't', ')']","['algebra-precalculus', 'trigonometry', 'complex-numbers']"
632fe8b3837ac920af705cab_f_1_3_0,FUNC,x,a continuous function,['x'],"['limits', 'trigonometry', 'limits-without-lhopital']"
63301f9c837ac920af76215f_f_3_10_0,FUNC,t,the identity function,['t'],"['algebra-precalculus', 'functions', 'trigonometry']"
63301f9c837ac920af76215f_f_3_12_0,SCAL,x(t),constant,"['x', '(', 't', ')']","['algebra-precalculus', 'functions', 'trigonometry']"
63301f9c837ac920af76215f_f_3_13_0,FUNC,y,a function,['y'],"['algebra-precalculus', 'functions', 'trigonometry']"
632f74eb837ac920af65a76d_f_3_63_0,SCAL,2.,known constant coefficients,2,"['limits', 'trigonometry']"
632f74eb837ac920af65a7ce_f_1_8_0,FUNC,f,the function,['f'],['trigonometry']
632faafb837ac920af6a5ba4_f_1_6_0,SCAL,1,upper value,1,"['calculus', 'trigonometry']"
632faafb837ac920af6a5ba4_f_1_7_0,SCAL,0,value,0,"['calculus', 'trigonometry']"
632f74eb837ac920af65a7ec_f_2_0_0,FUNC,\cos,the trig functions,\cos,['trigonometry']
63301f9c837ac920af7622cb_f_0_0_0,FUNC,f,the function,['f'],"['trigonometry', 'contest-math']"
632f74eb837ac920af65a82f_f_2_3_0,SCAL,\frac{1}{2i},the fraction,"['\\frac', '{', '1', '}', '{', '2', 'i', '}']","['trigonometry', 'complex-numbers', 'logarithms']"
632fe8b4837ac920af70612b_f_0_2_0,FUNC,f,a function   f_0_2_0,['f'],"['functions', 'derivatives', 'trigonometry', 'notation', 'exponentiation']"
632faafb837ac920af6a5c31_f_1_9_0,FUNC,f,a convex function,['f'],"['calculus', 'real-analysis', 'trigonometry', 'logarithms', 'exponential-function']"
632f74eb837ac920af65a833_f_2_1_0,FUNC,f,two functions,['f'],"['limits', 'trigonometry', 'approximation']"
632f74eb837ac920af65a834_f_2_0_0,FUNC,\arcsin,the real function,\arcsin,"['algebra-precalculus', 'trigonometry', 'logarithms']"
632fe8b4837ac920af7064ef_f_1_0_0,FUNC,f,the function,['f'],"['trigonometry', 'continuity', 'uniform-continuity']"
632faafb837ac920af6a5ee0_f_5_0_0,FUNC,f,odd functions,['f'],"['algebra-precalculus', 'functions', 'trigonometry']"
632faafb837ac920af6a5ee0_f_6_0_0,FUNC,f,A function   f_6_0_0,['f'],"['algebra-precalculus', 'functions', 'trigonometry']"
632fe8b5837ac920af7066a8_f_0_0_0,FUNC,"f : [-1,1]\rightarrow R",a continuous function,"['f', ':', '[', '1', ',', '1', ']', '\\rightarrow', 'R']","['limits', 'trigonometry']"
63301f9d837ac920af762988_f_1_0_0,FUNC,"f:(a,b)\to\mathbb{R}",a continuous function,"['f', ':', '(', 'a', ',', 'b', ')', '\\to', '\\mathbb{R}']","['functions', 'trigonometry', 'uniform-continuity']"
632faafb837ac920af6a5f45_f_0_6_0,SCAL,\frac{1941}{2048},value,"['\\frac', '{', '1', '}', '{', '2', '}']","['real-analysis', 'calculus', 'trigonometry', 'summation']"
632fe8b5837ac920af706cce_f_1_0_0,FUNC,f,the two functions,['f'],"['integration', 'functions', 'trigonometry', 'orthogonality']"
632fe8b5837ac920af706cfe_f_0_4_0,FUNC,f,the same function,['f'],"['functions', 'trigonometry', 'functional-equations']"
632fe8b6837ac920af707192_f_0_5_0,SCAL,10 ,"63.4⁰ , max value",1,['trigonometry']
632fe8b6837ac920af707192_f_0_6_0,SCAL,10 ,min value,1,['trigonometry']
632faafd837ac920af6a66ef_f_2_1_0,FUNC,\cot,the two functions,\cot,['trigonometry']
632fe8b6837ac920af7071af_f_1_10_0,FUNC,g,a decreasing function,['g'],"['real-analysis', 'functions', 'trigonometry', 'fixed-point-theorems']"
63301f9f837ac920af763264_f_1_6_0,FUNC,f(x) = a + bsin(m(x - s)),A function,"['f', '(', 'x', ')', '=', 'a', '+', 'b', 's', 'i', 'n', '(', 'm', '(', 'x', '-', 's', ')', ')']","['algebra-precalculus', 'trigonometry']"
632faafd837ac920af6a6819_f_1_0_0,FUNC,\cos,an even function,\cos,"['trigonometry', 'inverse-function']"
632faafd837ac920af6a68b8_f_2_6_0,SCAL,2,a minimal value,2,"['multivariable-calculus', 'trigonometry', 'optimization', 'logarithms', 'maxima-minima']"
632f74ec837ac920af65b034_f_0_11_0,FUNC,x,the function,['x'],"['ordinary-differential-equations', 'trigonometry', 'convergence-divergence']"
63301f9f837ac920af7635d9_f_1_3_0,FUNC,\sin,a periodic function,\sin,['trigonometry']
632fe8b6837ac920af70736a_f_0_5_0,FUNC,g : \mathbb{R} \rightarrow \mathbb{C},measurable functions,"['g', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{C}']","['real-analysis', 'complex-analysis', 'measure-theory', 'trigonometry', 'fourier-series']"
63301f9f837ac920af763889_f_1_8_0,FUNC,\tan,the functions,\tan,"['trigonometry', 'numerical-methods']"
63301fa0837ac920af763a67_f_1_3_0,SCAL,4 ,all your numbers,4,['trigonometry']
632faafe837ac920af6a6f0a_f_1_3_0,FUNC,"F(x,y)=x^2-sin^{-1}y",The function   f_1_3_0,"['F', '(', 'x', ',', 'y', ')', '=', 'x', '^', '2', '-', 's', 'i', 'n', '^', '{', '-', '1', '}', 'y']","['algebra-precalculus', 'trigonometry']"
632fe8b7837ac920af70780a_f_1_3_0,FUNC,f(x)=x^3-x^2+1,a function   f_1_3_0,"['f', '(', 'x', ')', '=', 'x', '^', '3', '-', 'x', '^', '2', '+', '1']","['trigonometry', 'triangles']"
632f74ed837ac920af65b628_f_1_10_0,FUNC,f,any function,['f'],"['trigonometry', 'inequality']"
63301fa0837ac920af763cf9_f_1_1_0,SCAL,3.00\times10^8,the number   f_1_1_0,COULD NOT TRANSFORM,['trigonometry']
632faafe837ac920af6a7144_f_3_1_0,SCAL,7,a finite value,7,"['calculus', 'real-analysis', 'limits', 'trigonometry']"
632faafe837ac920af6a71ef_f_0_8_0,FUNC,n,eigenfunctions,['n'],"['trigonometry', 'special-functions', 'cyclotomic-polynomials', 'chebyshev-polynomials']"
632fe8b8837ac920af707bbf_f_1_16_0,FUNC,\tan,a convex function,\tan,"['trigonometry', 'inequality', 'alternative-proof', 'karamata-inequality']"
632fe8b8837ac920af707ca9_f_0_5_0,FUNC,f,just a function,['f'],"['linear-algebra', 'geometry', 'trigonometry']"
63301fa0837ac920af763f36_f_2_4_0,SCAL,f(x),the resulting value,"['f', '(', 'x', ')']","['calculus', 'geometry', 'trigonometry']"
632f74ee837ac920af65b997_f_1_2_0,FUNC,\tanh,a periodic function,\tanh,"['trigonometry', 'polynomials', 'roots', 'hyperbolic-functions']"
632f74ee837ac920af65ba46_f_2_3_0,FUNC,f(z) = arctan(z),the function,"['f', '(', 'z', ')', '=', 'a', 'r', 'c', 't', 'a', 'n', '(', 'z', ')']","['functions', 'trigonometry']"
632f74ee837ac920af65ba46_f_4_1_0,FUNC,f,a function,['f'],"['functions', 'trigonometry']"
632f74ee837ac920af65bb24_f_3_2_0,SCAL,\dfrac{x^2+y^2}{2xy},your fraction,"['\\dfrac', '{', 'x', '^', '2', '+', 'y', '^', '2', '}', '{', '2', 'x', 'y', '}']",['trigonometry']
632faaff837ac920af6a78f0_f_3_2_0,FUNC,f,two functions,['f'],"['calculus', 'trigonometry']"
63301fa1837ac920af7641e7_f_2_1_0,FUNC,f(x)=sin(x),the function   f_2_1_0,"['f', '(', 'x', ')', '=', 's', 'i', 'n', '(', 'x', ')']","['algebra-precalculus', 'trigonometry']"
632faaff837ac920af6a7a39_f_3_2_0,FUNC,"F:[a,b] \to \mathbb{R}",continuous function,"['F', ':', '[', 'a', ',', 'b', ']', '\\to', '\\mathbb{R}']","['calculus', 'integration', 'trigonometry', 'absolute-value']"
632fab00837ac920af6a7c6f_f_0_4_0,FUNC,g,the function,['g'],"['trigonometry', 'polar-coordinates']"
632f74ee837ac920af65be17_f_1_3_0,FUNC,f,an even function,['f'],['trigonometry']
632fe8b9837ac920af70838b_f_0_17_0,SCAL,0 ,a prime number,0,['trigonometry']
632fe8b9837ac920af70838b_f_0_1_0,SCAL,1 ,a prime number congruent,1,['trigonometry']
632fe8b9837ac920af708651_f_5_0_0,FUNC,g,a function,['g'],"['calculus', 'derivatives', 'trigonometry', 'chain-rule']"
632fe8b9837ac920af708651_f_5_2_0,FUNC,f,a function,['f'],"['calculus', 'derivatives', 'trigonometry', 'chain-rule']"
632fe8b9837ac920af708651_f_5_4_0,FUNC,f\circ g,the composite function,"['f', '\\circ', 'g']","['calculus', 'derivatives', 'trigonometry', 'chain-rule']"
632f74ef837ac920af65c122_f_1_2_0,FUNC,f,any function,['f'],"['trigonometry', 'triangles']"
63301fa2837ac920af764ac8_f_2_4_0,FUNC,f,a function,['f'],"['algebra-precalculus', 'trigonometry']"
632fab01837ac920af6a824e_f_0_0_0,FUNC,f:\mathbb{R}\to\mathbb{R},a following function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['algebra-precalculus', 'trigonometry']"
632fab01837ac920af6a824e_f_2_9_0,FUNC,g,any    f_2_8_0 -periodic function,['g'],"['algebra-precalculus', 'trigonometry']"
632f74ef837ac920af65c266_f_1_2_0,FUNC,f,a continuous function,['f'],['trigonometry']
632fab01837ac920af6a8378_f_0_1_0,FUNC,f:\mathbb{R}\to\mathbb{R},a following function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['algebra-precalculus', 'trigonometry', 'periodic-functions']"
632fab01837ac920af6a8378_f_1_0_0,FUNC,f,a differentiable function,['f'],"['algebra-precalculus', 'trigonometry', 'periodic-functions']"
632f74ef837ac920af65c463_f_0_33_0,SCAL,\frac{r}{s},a reduced fraction,"['\\frac', '{', 'r', '}', '{', 's', '}']","['elementary-number-theory', 'trigonometry', 'diophantine-equations']"
63301fa4837ac920af765701_f_1_4_0,SCAL,0,the value   f_1_4_0,0,"['real-analysis', 'sequences-and-series', 'trigonometry']"
632f7c41837ac920af65c97d_f_0_6_0,FUNC,x,the input,['x'],"['functions', 'trigonometry']"
632fab02837ac920af6a8b95_f_8_34_0,SCAL,1 ,The constant speed,1,"['trigonometry', 'complex-numbers', 'exponential-function', 'definition']"
632fe8bb837ac920af709582_f_4_3_0,FUNC,\cos,an even function,\cos,['trigonometry']
63301fa5837ac920af765c49_f_2_1_0,FUNC,f,function   f_2_1_0,['f'],['trigonometry']
632fe8bb837ac920af70966d_f_0_16_0,FUNC,\tan,a periodic function,\tan,['trigonometry']
63301fa5837ac920af765cb4_f_2_4_0,SCAL,(1),a special value,"['(', '1', ')']",['trigonometry']
632fab03837ac920af6a8fd5_f_1_2_0,FUNC,f,a convex function,['f'],"['real-analysis', 'trigonometry', 'roots']"
632fe8bc837ac920af709897_f_4_4_0,FUNC,f\colon \mathbb{R} \to \mathbb{R},a Lipschitz function,"['f', '\\colon', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['functions', 'trigonometry', 'graphing-functions']"
632fe8bc837ac920af7098db_f_1_2_0,FUNC,\tan,the functions,\tan,"['calculus', 'trigonometry', 'limits-without-lhopital', 'tangent-line', 'secant']"
632fab03837ac920af6a921e_f_0_8_0,SCAL,572957795.1,a long number   f_0_8_0,"['5', '1']","['algebra-precalculus', 'geometry', 'trigonometry']"
63301fa5837ac920af7661ad_f_0_2_0,FUNC,D,a trig - function   f_0_2_0,['D'],"['trigonometry', 'derivatives', 'optimization', 'proof-verification']"
632fab03837ac920af6a9411_f_4_9_0,FUNC,s,these functions,['s'],"['trigonometry', 'proof-explanation']"
632fab03837ac920af6a9411_f_4_28_0,FUNC,\cos,The function,\cos,"['trigonometry', 'proof-explanation']"
632fab03837ac920af6a9411_f_4_42_0,FUNC,\sin,The function,\sin,"['trigonometry', 'proof-explanation']"
63301fa5837ac920af766220_f_1_13_0,FUNC,\cos,an even function,\cos,"['functions', 'trigonometry']"
63301fa5837ac920af766220_f_1_16_0,FUNC,\cos,a periodic function,\cos,"['functions', 'trigonometry']"
632fe8bd837ac920af709f9b_f_1_19_0,FUNC,f,any function,['f'],"['calculus', 'trigonometry', 'definite-integrals', 'periodic-functions', 'arc-length']"
632fe8bd837ac920af70a05d_f_6_0_0,FUNC,g(x)=sin(x)cos(x),the function,"['g', '(', 'x', ')', '=', 's', 'i', 'n', '(', 'x', ')', 'c', 'o', 's', '(', 'x', ')']","['calculus', 'derivatives', 'trigonometry']"
632f7c43837ac920af65d450_f_0_1_0,SCAL,3,the value   f_0_1_0,3,"['trigonometry', 'fractions']"
632f7c43837ac920af65d4b2_f_2_2_0,SCAL,e^{inx},an irrational number,"['e', '^', '{', 'i', 'n', 'x', '}']","['real-analysis', 'sequences-and-series', 'limits', 'trigonometry']"
632fab04837ac920af6a96e6_f_2_13_0,FUNC,\cos,a   contraction,\cos,"['elementary-number-theory', 'trigonometry', 'recursion']"
632f7c43837ac920af65d685_f_0_3_0,SCAL,1,the degree,1,"['calculus', 'trigonometry', 'derivatives', 'continuity']"
632fab04837ac920af6a98ff_f_0_4_0,SCAL,2 ,some constant threshold     f_0_4_0 dimensions    Arc,2,"['geometry', 'trigonometry', 'polar-coordinates']"
632f7c43837ac920af65d697_f_0_10_0,FUNC,f: I \times I \to I,- to - one function   f_0_10_0,"['f', ':', 'I', '\\times', 'I', '\\to', 'I']","['real-analysis', 'trigonometry']"
632f7c43837ac920af65d804_f_3_0_0,SCAL,f(x),a real number,"['f', '(', 'x', ')']","['integration', 'trigonometry', 'definite-integrals']"
632fe8be837ac920af70a605_f_1_0_0,SET,\mathbb R,a set,"['\\mathbb', 'R']","['trigonometry', 'complex-numbers', 'hyperbolic-functions', 'open-problem']"
6330263c837ac920af7671e2_f_0_16_0,SCAL,50,values,5,['trigonometry']
632fab05837ac920af6aa1d9_f_2_7_0,FUNC,f,a function,['f'],"['ordinary-differential-equations', 'trigonometry']"
6330263c837ac920af767276_f_5_29_0,FUNC,f(x) = y,some function,"['f', '(', 'x', ')', '=', 'y']","['trigonometry', 'triangles']"
6330263c837ac920af76759f_f_2_1_0,SCAL,p/q,a rational number   f_2_1_0,"['p', '/', 'q']","['trigonometry', 'inequality', 'trigonometric-series']"
632fe8bf837ac920af70abd7_f_0_1_0,SCAL,1,the minimum value,1,"['trigonometry', 'inequality', 'geometric-inequalities']"
632fe8bf837ac920af70abd7_f_1_7_0,SCAL,1,The value   f_1_7_0,1,"['trigonometry', 'inequality', 'geometric-inequalities']"
632fe8bf837ac920af70af0c_f_2_0_0,FUNC,\cosh,a bijection,\cosh,"['trigonometry', 'hyperbolic-geometry']"
632f7c45837ac920af65e1c0_f_0_0_0,FUNC,f,the function,['f'],"['real-analysis', 'functions', 'trigonometry', 'derivatives']"
632fab07837ac920af6aadf8_f_4_12_0,FUNC,f,the function   f_4_12_0,['f'],"['algebra-precalculus', 'trigonometry']"
632fab07837ac920af6aaeaf_f_1_7_0,FUNC,f,a contraction,['f'],"['trigonometry', 'convergence-divergence']"
632fe8c0837ac920af70b4c7_f_0_10_0,SCAL,1 ,the numbers,1,"['geometry', 'trigonometry']"
632fe8c0837ac920af70b54f_f_5_14_0,FUNC,\arctan,The function,\arctan,"['calculus', 'trigonometry', 'inverse-function']"
6330263f837ac920af7681b7_f_1_2_0,SCAL,0,the absolute values,0,"['trigonometry', 'inequality', 'contest-math']"
6330263f837ac920af7682c4_f_1_14_0,FUNC,\cos,the   f_1_13_0 -periodic functions,\cos,"['calculus', 'integration', 'trigonometry', 'derivatives', 'unit-of-measure']"
6330263f837ac920af7682c4_f_7_0_0,SCAL,1 ,The constant,1,"['calculus', 'integration', 'trigonometry', 'derivatives', 'unit-of-measure']"
632f7c45837ac920af65e6af_f_1_1_0,FUNC,f(x)=x,two functions   f_1_1_0,"['f', '(', 'x', ')', '=', 'x']","['calculus', 'linear-algebra', 'ordinary-differential-equations', 'trigonometry', 'inner-products']"
