fid,mtype,exprstr,mention,tokens,tags
632faafa837ac920af6a55d4_f_0_0_0,FUNC,f:X \to Y,a function,"['f', ':', 'X', '\\to', 'Y']","['analysis', 'functions', 'elementary-set-theory']"
6330196d837ac920af758ad5_f_0_2_0,FUNC,f,a member,['f'],"['elementary-set-theory', 'functions', 'definition']"
632fe1d4837ac920af701fd0_f_2_1_0,SET,(P \cap Q),sets,"['(', 'P', '\\cap', 'Q', ')']",['elementary-set-theory']
6330196d837ac920af758b0a_f_2_0_0,FUNC,f,every function,['f'],"['elementary-set-theory', 'soft-question', 'cardinals', 'education', 'infinity']"
632faafa837ac920af6a56ca_f_0_0_0,FUNC,f,a function   f_0_0_0,['f'],"['functions', 'elementary-set-theory']"
6330196d837ac920af758b4b_f_0_0_0,FUNC,f,a function,['f'],"['real-analysis', 'sequences-and-series', 'elementary-set-theory', 'functions', 'cardinals']"
632faafa837ac920af6a56ca_f_1_3_0,FUNC,f,a function,['f'],"['functions', 'elementary-set-theory']"
6330196d837ac920af758b4b_f_1_20_0,FUNC,f,the function,['f'],"['real-analysis', 'sequences-and-series', 'elementary-set-theory', 'functions', 'cardinals']"
632fe1d4837ac920af702037_f_2_2_0,SET,\mathbb Z^n,the set   f_2_2_0,"['\\mathbb', 'Z', '^', 'n']","['real-analysis', 'elementary-set-theory', 'polynomials']"
6330196d837ac920af758bb7_f_0_0_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
6330196d837ac920af758bb7_f_0_3_0,FUNC,g,a bijection,['g'],['elementary-set-theory']
6330196d837ac920af758bb7_f_0_12_0,FUNC,h,a bijection,['h'],['elementary-set-theory']
6330196d837ac920af758bb7_f_0_15_0,FUNC,h,an   injection,['h'],['elementary-set-theory']
6330196d837ac920af758bb7_f_0_23_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
6330196d837ac920af758bb7_f_0_32_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
632faafb837ac920af6a58fb_f_3_1_0,SCAL,1,the number   f_3_1_0,1,"['elementary-set-theory', 'notation']"
632faafb837ac920af6a58fb_f_3_3_0,SCAL,1,the number   f_3_3_0,1,"['elementary-set-theory', 'notation']"
6330196d837ac920af758bb7_f_1_0_0,FUNC,h,Your function,['h'],['elementary-set-theory']
632fe1d4837ac920af7021ca_f_0_3_0,FUNC,F,a measurable multifunction,['F'],"['measure-theory', 'elementary-set-theory']"
6330196d837ac920af758c75_f_0_4_0,FUNC,I,a bijection,['I'],['elementary-set-theory']
6330196d837ac920af758c75_f_3_6_0,FUNC,f: A \to B,an injective function   f_3_6_0,"['f', ':', 'A', '\\to', 'B']",['elementary-set-theory']
6330196d837ac920af758c75_f_3_7_0,FUNC,g: B \to A,function,"['g', ':', 'B', '\\to', 'A']",['elementary-set-theory']
632f6d14837ac920af65201a_f_0_0_0,SET,B^A,the set   f_0_0_0,"['B', '^', 'A']",['elementary-set-theory']
632f6d14837ac920af652082_f_0_6_0,FUNC,g,a bijection,['g'],"['functions', 'elementary-set-theory', 'inverse-function']"
632f6d14837ac920af652082_f_0_9_0,FUNC,h,a bijection,['h'],"['functions', 'elementary-set-theory', 'inverse-function']"
632fe1d4837ac920af702275_f_0_3_0,FUNC,f:A\to B,an injection   f_0_3_0,"['f', ':', 'A', '\\to', 'B']","['elementary-set-theory', 'axiom-of-choice']"
632fe1d4837ac920af702275_f_2_7_0,FUNC,f:I\to X,an injection   f_2_7_0,"['f', ':', 'I', '\\to', 'X']","['elementary-set-theory', 'axiom-of-choice']"
632f74d6837ac920af65222a_f_2_3_0,FUNC,f,The function,['f'],['elementary-set-theory']
6330196d837ac920af758cea_f_0_0_0,FUNC,f:X\rightarrow Y,surjective iff,"['f', ':', 'X', '\\rightarrow', 'Y']","['elementary-set-theory', 'functions', 'proof-writing', 'proof-verification']"
6330196d837ac920af758cea_f_0_2_0,FUNC,g:Z\rightarrow Y,any function   f_0_2_0,"['g', ':', 'Z', '\\rightarrow', 'Y']","['elementary-set-theory', 'functions', 'proof-writing', 'proof-verification']"
6330196d837ac920af758cea_f_0_3_0,FUNC,h:Z\rightarrow X,a    function   f_0_3_0,"['h', ':', 'Z', '\\rightarrow', 'X']","['elementary-set-theory', 'functions', 'proof-writing', 'proof-verification']"
6330196d837ac920af758cea_f_1_20_0,FUNC,g:Z\to Y,a function,"['g', ':', 'Z', '\\to', 'Y']","['elementary-set-theory', 'functions', 'proof-writing', 'proof-verification']"
6330196d837ac920af758cea_f_1_21_0,FUNC,h:Z\to X,a function   f_1_21_0,"['h', ':', 'Z', '\\to', 'X']","['elementary-set-theory', 'functions', 'proof-writing', 'proof-verification']"
632fe1d5837ac920af7023e1_f_2_61_0,FUNC,h,bijection,['h'],['elementary-set-theory']
632fe1d5837ac920af702412_f_2_28_0,FUNC,g\colon N\cup K\to M\cup K,an injection   f_2_28_0,"['g', '\\colon', 'N', '\\cup', 'K', '\\to', 'M', '\\cup', 'K']","['elementary-set-theory', 'cardinals']"
632f74d7837ac920af65250f_f_1_0_0,SET,\mathbb Q,the set,"['\\mathbb', 'Q']",['elementary-set-theory']
632f74d7837ac920af65250f_f_1_1_0,SET,\mathbb N,the set,"['\\mathbb', 'N']",['elementary-set-theory']
632f74d7837ac920af65250f_f_1_2_0,SET,\mathbb Z,the set,"['\\mathbb', 'Z']",['elementary-set-theory']
632f74d7837ac920af65250f_f_1_10_0,FUNC,f:A\to B,injective   functions,"['f', ':', 'A', '\\to', 'B']",['elementary-set-theory']
6330196e837ac920af759017_f_2_5_0,FUNC,S,an injection,['S'],['elementary-set-theory']
6330196e837ac920af759017_f_3_1_0,FUNC,f:B\to C,injective function   f_3_1_0,"['f', ':', 'B', '\\to', 'C']",['elementary-set-theory']
6330196e837ac920af759029_f_0_0_0,FUNC,f:A \rightarrow B,a bijection,"['f', ':', 'A', '\\rightarrow', 'B']","['elementary-set-theory', 'functions', 'proof-writing', 'proof-verification']"
632f74d7837ac920af6525e7_f_0_0_0,FUNC,f: X \rightarrow Y,an injective function,"['f', ':', 'X', '\\rightarrow', 'Y']","['functions', 'elementary-set-theory']"
632f74d7837ac920af6525e7_f_0_1_0,FUNC,g: Y \rightarrow X,  and another injective function   f_0_1_0,"['g', ':', 'Y', '\\rightarrow', 'X']","['functions', 'elementary-set-theory']"
632f74d7837ac920af6525e7_f_0_2_0,FUNC,h: X \rightarrow Y,a bijection   f_0_2_0,"['h', ':', 'X', '\\rightarrow', 'Y']","['functions', 'elementary-set-theory']"
632f74d7837ac920af6525e7_f_0_10_0,FUNC,A,that   f_0_9_0   maps   f_0_10_0,['A'],"['functions', 'elementary-set-theory']"
632f74d7837ac920af6525e7_f_0_24_0,FUNC,A,f_0_23_0   maps,['A'],"['functions', 'elementary-set-theory']"
632faafc837ac920af6a5fb3_f_0_0_0,SET,"\{ 1, 10, 100 \}",a simple set,"['\\{', '1', ',', '1', ',', '1', '\\}']","['elementary-set-theory', 'logic', 'notation', 'quantifiers']"
6330196e837ac920af759088_f_1_9_0,FUNC,f,an injection,['f'],['elementary-set-theory']
632faafc837ac920af6a5fb3_f_1_1_0,SCAL,10^m,numbers,"['1', '^', 'm']","['elementary-set-theory', 'logic', 'notation', 'quantifiers']"
632faafc837ac920af6a5fb3_f_1_5_0,SCAL,10^m,numbers,"['1', '^', 'm']","['elementary-set-theory', 'logic', 'notation', 'quantifiers']"
632f74d7837ac920af6526a7_f_0_0_0,SET,"[0,1]",the set   f_0_0_0,"['[', '0', ',', '1', ']']","['elementary-set-theory', 'proof-verification', 'proof-explanation']"
632fe1d5837ac920af702546_f_0_1_0,FUNC,"f : [0,1] \rightarrow \mathbb{R}^2",how many distinct continuous functions,"['f', ':', '[', '0', ',', '1', ']', '\\rightarrow', '\\mathbb{R}', '^', '2']","['general-topology', 'elementary-set-theory']"
6330196e837ac920af7591da_f_1_3_0,FUNC,g\colon B\to C,functions,"['g', '\\colon', 'B', '\\to', 'C']","['elementary-set-theory', 'discrete-mathematics']"
632fe8ab837ac920af7026ac_f_2_4_0,FUNC,X,all functions,['X'],"['functions', 'elementary-set-theory']"
6330196e837ac920af7593d7_f_0_2_0,FUNC,f\colon X \to Y,a function,"['f', '\\colon', 'X', '\\to', 'Y']","['elementary-set-theory', 'functions']"
632faafc837ac920af6a60de_f_0_0_0,FUNC,f : A \rightarrow B,functions,"['f', ':', 'A', '\\rightarrow', 'B']",['elementary-set-theory']
6330196f837ac920af75948b_f_1_21_0,FUNC,g\colon B\to A,a function   f_1_21_0,"['g', '\\colon', 'B', '\\to', 'A']","['elementary-set-theory', 'cardinals']"
632faafc837ac920af6a627e_f_2_0_0,SCAL,2^n,the overall number,"['2', '^', 'n']","['combinatorics', 'elementary-set-theory', 'intuition']"
632faafc837ac920af6a627e_f_6_0_0,SCAL,f(n),the number,"['f', '(', 'n', ')']","['combinatorics', 'elementary-set-theory', 'intuition']"
632faafc837ac920af6a627e_f_7_14_0,SET,\{\},subset,"['\\{', '\\}']","['combinatorics', 'elementary-set-theory', 'intuition']"
632f74d7837ac920af6529f6_f_0_7_0,FUNC,f,an injection,['f'],"['real-analysis', 'elementary-number-theory', 'elementary-set-theory']"
6330196f837ac920af759615_f_0_0_0,FUNC,f\colon X\to Y,a map,"['f', '\\colon', 'X', '\\to', 'Y']","['elementary-set-theory', 'proof-verification']"
632faafc837ac920af6a62a4_f_1_0_0,FUNC,f:\mathbb N \to X,a bijection,"['f', ':', '\\mathbb', 'N', '\\to', 'X']","['elementary-set-theory', 'definition', 'infinity']"
632faafc837ac920af6a6369_f_0_7_0,SET,X\cup Y,sets,"['X', '\\cup', 'Y']",['elementary-set-theory']
632faafc837ac920af6a63aa_f_3_1_0,FUNC,f:X\rightarrow Y,all functions,"['f', ':', 'X', '\\rightarrow', 'Y']",['elementary-set-theory']
632fe8ac837ac920af702c4e_f_1_7_0,SET,\varnothing,the empty set   f_1_7_0,\varnothing,"['group-theory', 'elementary-set-theory', 'terminology', 'definition']"
632fe8ac837ac920af702c4e_f_2_5_0,FUNC,f,a map,['f'],"['group-theory', 'elementary-set-theory', 'terminology', 'definition']"
632faafc837ac920af6a64ff_f_1_2_0,SET,\mathbb{A},a set,\mathbb{A},['elementary-set-theory']
632f74d8837ac920af652c70_f_1_5_0,FUNC,f : X \to Y,A function,"['f', ':', 'X', '\\to', 'Y']","['elementary-set-theory', 'notation']"
632f74d8837ac920af652c70_f_2_6_0,FUNC,f,The function   f_2_6_0,['f'],"['elementary-set-theory', 'notation']"
632f74d8837ac920af652d4a_f_0_12_0,SCAL,4^{n^2},the two numbers,"['4', '^', '{', 'n', '^', '2', '}']",['elementary-set-theory']
6330196f837ac920af75990b_f_0_0_0,FUNC,A,a mapping,['A'],['elementary-set-theory']
6330196f837ac920af75990b_f_1_0_0,FUNC,f,A function,['f'],['elementary-set-theory']
6330196f837ac920af75990b_f_1_8_0,FUNC,g,A function,['g'],['elementary-set-theory']
6330196f837ac920af7599b5_f_0_1_0,FUNC,f,a function   f_0_1_0,['f'],"['elementary-set-theory', 'axiom-of-choice']"
6330196f837ac920af7599b5_f_0_5_0,FUNC,f,The function   f_0_5_0,['f'],"['elementary-set-theory', 'axiom-of-choice']"
6330196f837ac920af759a1d_f_1_14_0,SCAL,0/x,a natural number,"['0', '/', 'x']","['elementary-set-theory', 'discrete-mathematics', 'arithmetic']"
632faafc837ac920af6a65e9_f_1_1_0,FUNC,f : S \to S,a function   f_1_1_0,"['f', ':', 'S', '\\to', 'S']","['elementary-set-theory', 'terminology']"
632fe8ac837ac920af702d90_f_2_9_0,FUNC,F,a bijection,['F'],['elementary-set-theory']
632fe8ac837ac920af702d9f_f_0_4_0,FUNC,g,a bijection,['g'],['elementary-set-theory']
632fe8ac837ac920af702eae_f_1_2_0,SET,\{A\},the set   f_1_2_0,"['\\{', 'A', '\\}']","['elementary-set-theory', 'solution-verification']"
632fe8ac837ac920af702eae_f_1_4_0,SET,\varnothing,  f_1_3_0   subsets,\varnothing,"['elementary-set-theory', 'solution-verification']"
632f74d9837ac920af653155_f_1_1_0,FUNC,h,the union,['h'],['elementary-set-theory']
632f74d9837ac920af653155_f_1_6_0,FUNC,F,the desired function,['F'],['elementary-set-theory']
63301970837ac920af759bb3_f_0_7_0,FUNC,"f : C \to [0, 1]",a function,"['f', ':', 'C', '\\to', '[', '0', ',', '1', ']']","['real-analysis', 'elementary-set-theory']"
63301970837ac920af759bb3_f_1_6_0,SCAL,1,any digit   f_1_6_0,1,"['real-analysis', 'elementary-set-theory']"
63301970837ac920af759bb3_f_1_9_0,SCAL,2,each digit,2,"['real-analysis', 'elementary-set-theory']"
632f74d9837ac920af653282_f_0_2_0,SCAL,1,finite number,1,"['discrete-mathematics', 'elementary-set-theory']"
63301970837ac920af759bb3_f_1_18_0,SCAL,1,all digits,1,"['real-analysis', 'elementary-set-theory']"
632f74d9837ac920af6532fd_f_1_5_0,SCAL,0,", where a value",0,"['discrete-mathematics', 'elementary-set-theory']"
632faafd837ac920af6a690b_f_3_5_0,FUNC,g,functions,['g'],['elementary-set-theory']
63301970837ac920af759d21_f_1_0_0,SET,"\{a, b\}",just a set,"['\\{', 'a', ',', 'b', '\\}']","['real-analysis', 'elementary-set-theory', 'notation', 'definition']"
632f74d9837ac920af653627_f_4_5_0,SET,\{a\},those two sets,"['\\{', 'a', '\\}']","['measure-theory', 'elementary-set-theory']"
632fe8ad837ac920af7031bb_f_1_11_0,SCAL,2,even numbers,2,"['combinatorics', 'elementary-set-theory']"
63301970837ac920af759e27_f_1_23_0,FUNC,f\colon X \rightarrow Y,a function,"['f', '\\colon', 'X', '\\rightarrow', 'Y']","['elementary-set-theory', 'functions', 'inverse']"
63301970837ac920af759e60_f_0_3_0,SCAL,0,constants,0,"['elementary-set-theory', 'category-theory']"
632fe8ad837ac920af7031cd_f_0_2_0,SET,\mathbb Q,an infinite subset,"['\\mathbb', 'Q']","['elementary-set-theory', 'cardinals', 'rational-numbers']"
632f74d9837ac920af653667_f_1_14_0,FUNC,s,A bijection,['s'],"['elementary-set-theory', 'graph-theory']"
63301970837ac920af759e60_f_0_20_0,FUNC,f : A^0 \to A,exactly   f_0_19_0   functions,"['f', ':', 'A', '^', '0', '\\to', 'A']","['elementary-set-theory', 'category-theory']"
632fe8ad837ac920af7031cd_f_1_14_0,SCAL,\frac{m}{n},fractions,"['\\frac', '{', 'm', '}', '{', 'n', '}']","['elementary-set-theory', 'cardinals', 'rational-numbers']"
632fe8ad837ac920af7031cd_f_1_19_0,SCAL,\frac{m}{n},those fractions,"['\\frac', '{', 'm', '}', '{', 'n', '}']","['elementary-set-theory', 'cardinals', 'rational-numbers']"
632faafd837ac920af6a6ad5_f_0_3_0,FUNC,f \colon A \to B,a function   f_0_3_0,"['f', '\\colon', 'A', '\\to', 'B']","['functions', 'elementary-set-theory']"
63301970837ac920af759e60_f_3_0_0,FUNC,f,  A function,['f'],"['elementary-set-theory', 'category-theory']"
632faafd837ac920af6a6ad5_f_2_8_0,FUNC,f:A \rightarrow B,a function,"['f', ':', 'A', '\\rightarrow', 'B']","['functions', 'elementary-set-theory']"
632faafd837ac920af6a6ad5_f_2_10_0,FUNC,f,a bijection,['f'],"['functions', 'elementary-set-theory']"
632faafd837ac920af6a6ad5_f_2_11_0,FUNC,f,a bijection,['f'],"['functions', 'elementary-set-theory']"
632f74da837ac920af653786_f_0_13_0,FUNC,f,a bijection   f_0_13_0,['f'],"['real-analysis', 'analysis', 'measure-theory', 'elementary-set-theory']"
632faafd837ac920af6a6ad5_f_3_5_0,FUNC,g:B\to A,a function,"['g', ':', 'B', '\\to', 'A']","['functions', 'elementary-set-theory']"
632fe8ad837ac920af703245_f_2_2_0,SET,A\cap B,set,"['A', '\\cap', 'B']","['elementary-set-theory', 'definition', 'propositional-calculus']"
632f74da837ac920af653865_f_2_2_0,FUNC,f\colon X \to Y,a function,"['f', '\\colon', 'X', '\\to', 'Y']","['functions', 'elementary-set-theory', 'notation']"
632faafd837ac920af6a6b2b_f_2_12_0,SCAL,n + 1,the same number,"['n', '+', '1']",['elementary-set-theory']
632f74da837ac920af653865_f_3_6_0,FUNC,g,a function   f_3_6_0,['g'],"['functions', 'elementary-set-theory', 'notation']"
632fe8ad837ac920af703314_f_1_3_0,SCAL,e^x,exactly one number   f_1_3_0,"['e', '^', 'x']","['algebra-precalculus', 'functions', 'elementary-set-theory']"
632fe8ad837ac920af703314_f_1_4_0,FUNC,f,a function,['f'],"['algebra-precalculus', 'functions', 'elementary-set-theory']"
632fe8ad837ac920af703314_f_2_2_0,FUNC,f(x)=e^x,the function,"['f', '(', 'x', ')', '=', 'e', '^', 'x']","['algebra-precalculus', 'functions', 'elementary-set-theory']"
63301970837ac920af759f9b_f_3_4_0,FUNC,V,this projection function,['V'],['elementary-set-theory']
632f74da837ac920af653931_f_1_0_0,FUNC,f : \mathbb{N} \times \mathbb{N} \to \mathbb{N},The bijection,"['f', ':', '\\mathbb{N}', '\\times', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['elementary-set-theory', 'soft-question', 'meta-math']"
632f74da837ac920af653931_f_1_3_0,FUNC,f : \mathbb{N} \to \mathbb{N},the following bijection,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['elementary-set-theory', 'soft-question', 'meta-math']"
632fe8ad837ac920af703484_f_2_1_0,SCAL,1,a constant symbol,1,['elementary-set-theory']
632f74da837ac920af653931_f_1_17_0,FUNC,f,your function,['f'],"['elementary-set-theory', 'soft-question', 'meta-math']"
632f74da837ac920af653931_f_2_0_0,FUNC,f: \mathbb N \times \mathbb N \to \mathbb N,a bijection,"['f', ':', '\\mathbb', 'N', '\\times', '\\mathbb', 'N', '\\to', '\\mathbb', 'N']","['elementary-set-theory', 'soft-question', 'meta-math']"
632fe8ad837ac920af703493_f_0_0_0,FUNC,f:X\rightarrow Y,functions,"['f', ':', 'X', '\\rightarrow', 'Y']",['elementary-set-theory']
632fe8ad837ac920af703493_f_0_26_0,FUNC,f:X \rightarrow Y,different functions,"['f', ':', 'X', '\\rightarrow', 'Y']",['elementary-set-theory']
632f74da837ac920af653952_f_3_1_0,FUNC,f:X\to X,a bijection,"['f', ':', 'X', '\\to', 'X']",['elementary-set-theory']
632f74da837ac920af653961_f_0_3_0,FUNC,f: A \to B,a strictly surjective map,"['f', ':', 'A', '\\to', 'B']","['functions', 'elementary-set-theory']"
632f74da837ac920af653961_f_0_9_0,FUNC,g,the inverse map,['g'],"['functions', 'elementary-set-theory']"
632f74da837ac920af653961_f_0_10_0,FUNC,g: B \to A,the inverse map   f_0_10_0,"['g', ':', 'B', '\\to', 'A']","['functions', 'elementary-set-theory']"
632f74da837ac920af653961_f_0_11_0,FUNC,g\circ f,no composite function,"['g', '\\circ', 'f']","['functions', 'elementary-set-theory']"
632f74da837ac920af653961_f_0_16_0,FUNC,g,a function,['g'],"['functions', 'elementary-set-theory']"
632f74da837ac920af653961_f_2_17_0,FUNC,g,a map,['g'],"['functions', 'elementary-set-theory']"
632f74da837ac920af653961_f_2_18_0,FUNC,g : B \to A,a map,"['g', ':', 'B', '\\to', 'A']","['functions', 'elementary-set-theory']"
632f74da837ac920af653961_f_2_26_0,FUNC,x,",   f_2_25_0   maps   f_2_26_0",['x'],"['functions', 'elementary-set-theory']"
632faafd837ac920af6a6d52_f_1_4_0,SCAL,1 ,the numbers,1,"['discrete-mathematics', 'elementary-set-theory']"
632faafd837ac920af6a6d88_f_1_0_0,SCAL,\binom{a}{b},the number,"['\\binom', '{', 'a', '}', '{', 'b', '}']","['discrete-mathematics', 'elementary-set-theory', 'cardinals']"
632faafd837ac920af6a6d88_f_2_27_0,FUNC,f,a bijection,['f'],"['discrete-mathematics', 'elementary-set-theory', 'cardinals']"
632fe8ad837ac920af7034c0_f_0_6_0,SCAL,f(z),the exact value,"['f', '(', 'z', ')']","['functions', 'elementary-set-theory']"
632fe8ad837ac920af7034c0_f_0_7_0,SCAL,f(x),the exact value,"['f', '(', 'x', ')']","['functions', 'elementary-set-theory']"
63301970837ac920af75a1a2_f_2_1_0,FUNC,f,a function,['f'],['elementary-set-theory']
63301970837ac920af75a1a2_f_2_17_0,FUNC,f,the identity function,['f'],['elementary-set-theory']
63301970837ac920af75a1a2_f_4_4_0,SCAL,1 ,a number N+ f_4_4_0,1,['elementary-set-theory']
632faafe837ac920af6a6e43_f_1_59_0,FUNC,f,a bijection,['f'],"['functions', 'elementary-set-theory', 'real-numbers']"
63301971837ac920af75a2d8_f_1_5_0,FUNC,f:\mathbb{Z}\rightarrow \mathbb{N},the function,"['f', ':', '\\mathbb{Z}', '\\rightarrow', '\\mathbb{N}']",['elementary-set-theory']
632fe8ae837ac920af7035ec_f_1_9_0,FUNC,g,an injection,['g'],"['elementary-set-theory', 'axiom-of-choice']"
632fe8ae837ac920af7035ec_f_2_2_0,FUNC,f:A\to B,function   f_2_2_0,"['f', ':', 'A', '\\to', 'B']","['elementary-set-theory', 'axiom-of-choice']"
632faafe837ac920af6a6f80_f_0_12_0,FUNC,f,an injection,['f'],['elementary-set-theory']
632faafe837ac920af6a6f80_f_0_15_0,FUNC,h,a bijection,['h'],['elementary-set-theory']
632faafe837ac920af6a6f80_f_1_1_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
632fe8ae837ac920af703705_f_0_2_0,FUNC, f:A \to B ,bijection,"['f', ':', 'A', '\\to', 'B']","['functions', 'elementary-set-theory', 'cardinals']"
632f74db837ac920af653ec7_f_1_5_0,FUNC,F,some function,['F'],"['elementary-set-theory', 'foundations']"
632faafe837ac920af6a6f80_f_2_2_0,FUNC,f,an injection,['f'],['elementary-set-theory']
632fe8ae837ac920af703705_f_1_3_0,FUNC,f,injection,['f'],"['functions', 'elementary-set-theory', 'cardinals']"
632f74db837ac920af653ec7_f_2_5_0,SCAL,1,the number   f_2_5_0,1,"['elementary-set-theory', 'foundations']"
632fe8ae837ac920af703705_f_1_13_0,FUNC,g,injection,['g'],"['functions', 'elementary-set-theory', 'cardinals']"
632f74db837ac920af653ecb_f_0_0_0,SET,"\{a,b,c\}",a set   f_0_0_0,"['\\{', 'a', ',', 'b', ',', 'c', '\\}']","['elementary-set-theory', 'logic']"
632f74db837ac920af653ecf_f_1_4_0,SCAL,1,the value   f_1_4_0,1,['elementary-set-theory']
632f74db837ac920af653ecf_f_3_4_0,FUNC,"f:A\rightarrow \{0,1\}",Each map,"['f', ':', 'A', '\\rightarrow', '\\{', '0', ',', '1', '\\}']",['elementary-set-theory']
63301971837ac920af75a396_f_0_2_0,FUNC,g,a unique function   f_0_2_0,['g'],"['elementary-set-theory', 'transfinite-recursion']"
632faafe837ac920af6a70b5_f_0_6_0,SET,\{E\},a set,"['\\{', 'E', '\\}']",['elementary-set-theory']
632faafe837ac920af6a70df_f_1_18_0,SCAL,0,a natural number,0,"['elementary-set-theory', 'notation', 'bayesian']"
632faafe837ac920af6a70df_f_1_20_0,SCAL,0,a natural number,0,"['elementary-set-theory', 'notation', 'bayesian']"
63301971837ac920af75a405_f_0_0_0,FUNC, f: X \rightarrow Y ,a function,"['f', ':', 'X', '\\rightarrow', 'Y']",['elementary-set-theory']
632faafe837ac920af6a7100_f_0_1_0,FUNC,h: \mathbb{N} \rightarrow S,the function   f_0_1_0,"['h', ':', '\\mathbb{N}', '\\rightarrow', 'S']",['elementary-set-theory']
